ANAL_CODE,KEYWORD_GUBUN,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0314,0,1,펜트리,깔끔,정리함,있어,사이즈,3.04,1.46,1.45,1.34,1.18
ANAL-211104-0314,1,1,갯수도 다섯개나 돼서 이것저것 다집어넣을 수 있을것 같아요색상도 깔끔한 화이트에 인덱스도 붙여놓을 수 있어서 이제 물건 어디뒀는지 찾는일이 덜할것 같아요백프로 활용잘해보겠습니다,깔끔하게정리할수있어서좋아요서랍장에 한번에 구매하는 식품들을 정리하려고 펜트리용 정리함을 찾아보던중 괜찮을것 같아서 구매했습니다,펜트리 정리함이지만 다른곳에 사용하려고 구매했는데 생각했던것과 공간이 맞지 않아서 주방 수납용으로 사용했습니다,디자인 깔끔하고 좋아요종류별로 정리할수있어서 좋구 한눈에 잘보여서 물건 찾기도 편합니다,,,,,,
ANAL-211104-0164,0,0,이걸로,배송,,,,1.61,1.0,,,
ANAL-211104-0164,1,0,세제용으로 샀어요,이걸로 둥근모양쓰고잇엇는데 품절이라 이걸로 주문햇는데 더 좋네요,다만 하나가 나무부분이 살짝 틀어져서 왔는데 티 많이 안나서 그냥 쓰려구욤 그거 빼면 완전 이뻐영,,,,,,,
ANAL-211104-0164,0,1,디자인,우드,,,,1.35,1.02,,,
ANAL-211104-0164,1,1,아이보리에 우드그림 베이지톤 우선 조합은 잘되었네요아쉬운점 우드라 나무 플라스틱소재다 보니하나는결이 아주곱고 하나는 때묻은거처럼요점이 아쉽네요,디자인도 크기도 다 맘에 들어요,디자인만보고샀다가실패우드 디자인이 좋아서 구매했습니다이 디스펜서는 욕실 주방에서는 사용할 수 없겠네요방수가 안되여 물 좀 먹다보니 나무가 썩기 시작하면서 갈라지면서 지금은 둘 다 떨어져서 플라스틱만 보기 안좋게 남았어요,예쁘긴한데 네모난 우드부분이 열리는줄알았더니 은색펌핑부분만 열리는거였네요,,,,,,
ANAL-211104-0224,1,0,재구매잘받았습니다 떨어질까 걱정했는데 오래잘붙어있습니다,잘샀어요 유용합니다,재구매잘받었어요 감사합니거,잘받앗어요  감사합니다,,,,,,
ANAL-211104-0132,0,1,고정,좋습니다,연결,안전,구매,1.84,1.29,1.03,0.95,0.72
ANAL-211104-0132,1,1,좋아요현관문 길이에 맞춘다고 기본안전문패널 두개 연결해서 사용하고 있었는데 패널끼리 연결되는 부분이 살짝 꺾이기도 하고 잘 흔들리더라구요,일반형 안전문확장30cm확장45cm이렇게 연결해서 쓰고있는데자꾸 문이 밀려서 2개주문해서 확장한 곳에 하나씩 설치해주니안밀려요조그만게 값어치하네요확장프레임이 길거나 여러개 연결하실 분들은 사셔야할 것 같아요,패널연결부분이빠지려하고휘어서찾아보다가주문했는데넘괜찮네요,현관이 넓은데 프레임 없이 사용하려니 문이 어긋나고 사용이 어려워서 구입 했습니다,안넘어가고 안흔들거리구,,,,,
ANAL-211104-0105,0,1,너무,떨어,부분,전선,,2.38,1.52,1.09,0.57,
ANAL-211104-0105,1,1,좋아요,그럭저럭 근데 잘 떨어지네요,저렴해보입니다힘있게잡아주진않아요몸체와 긴 부분이 알루미늄 재질이라 잘 구부러집니다,,,,,,,
ANAL-211104-0298,1,1,대리석 바닥에 잘 붙어있어요문제는 발로 차여서 한번 떨어지기 시작하면 안붙어요 논슬립 기능은 아주 좋아요면이 거칠어서 신발을 잡아주는 느낌이랄까,임시로 미끄럼 방지 하기에 좋아요오래 쓸 것 같으면서도 오래 못쓸수도 있는 제품입니다발의 마찰이 잦으면 떨어질 수 있어요얌전하게만 밟고 다니면 오래 쓸 수도 있겠지만저희는 금방 떨어져서 완전 다른 제품으로 교체했습니다,안전한계단만들기편리함이 모든것을 용서합니다,시골 엄마집 계단끝에 붙여주니 좋아요비가 자주 내릴 계절이라 준비했습니다,좋아요가성비 좋습니다,,,,,
ANAL-211104-0217,0,0,너무,냉장고,자석,좋네요,있어,2.6,2.5,2.04,1.85,1.78
ANAL-211104-0217,1,0,자석이 엄청 셉니다,자석 면적이 넓어서 붙을때 착붙고 겔 양면테잎이나 못없이 사용가능해서 떼어서 자리이동에도 깔끔하고 너무 편리합니다이동후에도 여전히 잘 붙어있어서 너무 좋네요중간걸이에 일회용 비닐이나 키친타올 걸이도 있어서 활용도가 높고 편리합니다주변지인들이 와서 보고 신박템이라며 구매 원하셔서 싸이트도 보내드렸네요,진작 살걸 그랬어요,자석접착력은  끝내줍니다,영양제 커피곽 수납하기 딱 좋아용 자석이 진 짱짱해요,,,,,
ANAL-211104-0217,0,1,너무,냉장고,있어,생각보다,깔끔,2.34,2.29,1.82,1.76,1.68
ANAL-211104-0217,1,1,예쁘고튼튼한선반식탁에 영양제가 너무많아 식탁용 선반을 살까고민하다 샀는데 공간확보가 되서 좋네요디자인도 우드화이트라 깔끔하고 예쁘고 자석이라튼튼하게 잘부착됩니다,견고하고 실용적이에요,주방이환해지네요자석이라서 냉장고 측면에 부착하기도 쉽고 생각보다 유용하네요무엇보다 색깔의 조합이 화이트와 우드라서 인테리어 효과가 있어요,제품이 흰색과 원목으로 되있어서 흰색 냉장고 옆에 붙이니 정리도 되면서 보기에도 깔끔해서 좋습니다,너무좋네요가격대비잘만들었어요마감처리도 너무 깔끔하고 튼튼하네요,,,,,
ANAL-211104-0258,0,0,아기가,좋아,너무,아직,조금,6.52,5.48,5.3,2.2,1.97
ANAL-211104-0258,1,0,아직 사용 전인데 얼른 아기 수영시켜주고 싶네요,65일아가가 너무좋아하네요,잘받았습니다,짱짱하니 좋아요,냄새가 좀 나긴 하는데 몇번 쓰다보면 냄새는 날아가겠죠화장실 욕조를 쓰다가 이제는 아기도 커져서 아기수영장을 이번에 장만했네요,,,,,
ANAL-211104-0258,0,1,아기,너무,냄새,바람,바로,2.25,1.88,1.48,1.34,1.13
ANAL-211104-0258,1,1,집에서물놀이시키기좋아요욕조는 발이 닿아서 물놀이 즐기는 아가를 위해 장만했어요전날 오후에 시켰는데 담날 점심쯤 도착고무냄새 같은 게 좀 나긴 하지만 크게 거슬리지 않고 설치도 쉽네요,가성비갑처음엔 스위마바 그수영장이랑 고민을 많이했어요,친정에는아가드집에는스위마비교후기친정에 놀러갔다가 예상보다 오래 머물게 되면서 시켜본 아가드집에서 이미 스위마를 써본터라 비교하게 되었네요아가드가 나은 점1 가격솔직히 스위마 그렇게 비싼 이유를 모르겠음,날이 더워져서 그런거겠지만 냄새가 너무 심하다 보니 조금은 찜찜해요,리뷰보면 물이 샌다는 분들도 계신데 저는 괜찮았어요그리고 제품의 무게가 가볍지는 않아요,,,,,
ANAL-211104-0161,0,0,좋아,깔끔,,,,1.0,1.0,,,
ANAL-211104-0161,1,0,감사합니다,한달 사용 후기 입니다,원래 빨간 플라스틱 휴지통을 썼었는데 깔끔한 화이트라 방 분위기도 좋아졌어요,깔끔한 휴지통 찾다가 모노플랫 제품을 구매했는데대만족입니다휴지통마저도 이쁘다니  우리집을 환하게 밝혀줄거같아 기분이 좋네요휴지통 문이 쾅 닫히지 않고스르르 닫혀서 소음도 없어서 넘 좋아요5리터인데 그보다 더 많은 용량이 들어갈거같아요,닫을때 탕탕 거리지 않고 스르륵 닫히니까 조용하고 좋습니다,,,,,
ANAL-211104-0161,1,1,좋아요깔끔하네요소리도 안나고어디에나 잘 어울려요,별로불량품이 온건지페달을 밟으면 밑이 계속 빠져서 뚜껑이 안열려요다시 끼워 넣어도 밟으면 또 빠지고이럴 줄 모르고 박스고 뭐고 다 버리기도 했고교환하는 것도 귀찮아서 그냥 있는데참  그러네요7월에 사놓고 이 불량품을 꼴에 새거라고 버리지도 못하고 보고만 있었는데다음주 재활용 쓰레기 버리는 날 미련없이 버려야겠네요,흰색검정 둘다 샀는데 흰색보다 검정이 더 이뻐요5리터 쓰레기봉투가 깔끔하게 들어가진 않아요그래도 살짝 모자라게 덮어서  쓸수있어요2달후딱 두달 뚜껑 부분이 부러졌네요자주 여닫은 검정만 부러졌네요,조금비싸긴하지만깔끔하니이뻐요소리도안나고,가벼워서 뒤로 잘 밀리고 뚜껑도 손으로 눌러줘야만 잘 닫힘,,,,,
ANAL-211104-0115,0,0,좋아요,유모차,튼튼하고,ㅎㅎ,좋네요,9.3,3.54,3.49,3.46,2.65
ANAL-211104-0115,1,0,편리하고 이쁘네요,잘쓰고있습니다,고리가 플라스틱인데 튼튼해 보이고 좋아요,아주 잘 사용하고 있습니다,잘 사용하고 잇습니다,,,,,
ANAL-211104-0115,0,1,유모차,고리,튼튼,,,1.37,1.3,1.0,,
ANAL-211104-0115,1,1,깊은고리로쇼핑백이잘안빠져요만족기존에 쓰던거 고리부분이 떨어져서 새로 구입했어요깔끔한 그레이색에 고리가 깊어서 쇼핑백 걸어도 쉽게 안빠지고 사용하기 편해요,,,,,,,,,
ANAL-211104-0229,0,0,좋은,너무,욕실,,,1.45,1.43,0.88,,
ANAL-211104-0229,1,0,물론 조금 재단을 해야 하지만 딱 맞춰서 깔아놓을 수 있어서 좋네요,바꿀때 돼서 찾다가 화이트있는거 보고 놀랬어요,욕실에 깔려고 샀는데 남아서 베란다에도 설치했어요이 매트가 다른데는 색이 너무 안예쁘더라구요여기거는 색이 마음에 들어요안미끄러운 것도 좋지만 슬리퍼 안신어도 되는게 제일 마음에 드네요베란다 왔다갔다,무게가 무겁지만 두툼해서 쿠션감도 좋은 것 같아요,다른 사이트는 너무 튀고 안예쁜 색상만 있는데 모노플랫꺼는 심플하니 너무 이뻐요  욕실에 깔고나서는 슬리퍼도 필요없고 물기도 금방 말라서 양말도 신고 다녀요  다른곳에도 깔려고 추가구매 예정입니당,,,,,
ANAL-211104-0229,0,1,찾다가,좋고,슬리퍼,이제,떨어져요,2.61,2.12,1.97,1.75,1.65
ANAL-211104-0229,1,1,다음날배송때문에 쿠팡에서 주문했는데 심하게 비뚤어지게 말려있는게 왔어요그래서그런지 접착이 떨어져있었고 재단과정에서도 계속 떨어져요,말려서 오기때문에 바닥에 깔려면 쫙펼쳐져야하는데 들뜸현상이심해요일단 뜨는부분은 무거운거 올려놓았습니다화이트 색상이 흔치않아 색상은 마음에 들지만 들뜸과 뜯어짐때문에 별두개요,화이트 제품이 많이 없어서 찾다가 딱 원하던거 찾았네요,나머지 자리에 화분들도 놓으니 딱 좋아요엄마가 굉장히 맘에 들어합니다,대충 벗어놨다간 슬리퍼가 문에 찡기고 안 닫혀요너무 불편해서 이제 슬리퍼 안 쓰려고 튜브매트 찾다가 이제품 구매했어요시중에 저렴한 제품과는 차이가 있네요,,,,,
ANAL-211104-0264,1,0,만족합니다,,,,,,,,,
ANAL-211104-0264,0,1,아이가,좋아요,변기,,,2.64,1.46,1.29,,
ANAL-211104-0264,1,1,친정놀러왓다가 급하게삿는데 배송도빠르고 역시 아가드인것같아요,추천합니다4살 아들 변기 위에서 배변을 보게 할려고 구입했어요,걸이가 있었음,맘에들어요단지불량이왔네요좋아여 근데 아쉽게도 불량이 왔네요,아직은 써보지못했어요,,,,,
ANAL-211104-0216,0,0,튼튼하고,와인,좋아,,,2.22,1.47,0.73,,
ANAL-211104-0216,1,0,미니 냉장고 안에 와인랙으로 사용할랫는데 사이즈가 1센치 크네요,와인이 많지는 않아서 적당한크기와 칸 수납을 찾고있었는데 완전 딱이네요,찬장이래에 넣어두었어요 ㅎㅎㅎ,뚱뚱한 병도 넣을 수있는게 좋네요,냉장고 넣으려고 했는데 생각보다 옆으로 길어서 밖에 뒀네요,,,,,
ANAL-211104-0216,1,1,너무  이뿌요동생네랑 하나씩 나눠 가졌어요마감도  잘대있고  고급스럽네요,냉장고에딱정말환상적인싸이즈라좋아요,,,,,,,,
ANAL-211104-0035,0,1,좋네요,밀려서,바닥에,접착,떨어,1.61,1.53,1.01,1.0,0.42
ANAL-211104-0035,1,1,식탁의자가 자꾸 바닥을 긁어서 구입했어요마찰력 줄어서 의자 움직이기 수월합니다접착력 괜찮아요,계속 밀려서떨어지고 뽄드 잔애가 바닥에 까맣게 찐득찐득 묻네요,좋네요,근데 소음방지용으로 이거만한게 없어서 쟁여둡니다,소리 안나고 만족해요붙이는것도 쉬워요,,,,,
ANAL-211104-0026,0,0,좋아요,,,,,1.21,,,,
ANAL-211104-0026,1,0,가끔 끌 때 바닥에 자국 생길까봐 고민이엇는데 이거 하니까 움직이기도 편하고 좋아요,괜차나요,다리부분이 직물로 되어 있어서 끼우기 쉬워요,나쁘지않아요,,,,,,
ANAL-211104-0026,0,1,좋아요,안나고,너무,소리,의자,2.42,2.38,2.25,2.21,2.15
ANAL-211104-0026,1,1,의자가 앞은 원형뒤는 사각발에다가 사이즈도 조금씩달라서  고민하다가 샀어요,굿조그마한 다리에도 것보다 좀더 넓은 다리에도 들어가니 좋아요완전 두꺼운 다리에도 들어가는것도있었음,굵은의자발에 잘맞네요,식탁 의자가 생각보다 넓어서 들어갈까 싶었는데 스판끼가 있는거라 쉽게 들어가네요,와 이걸 왜 이제 알았는지이케아 의자를 쓰는데 다리가 부실하기도 하고 바닥에 붙은 고무가 드르륵드르륵 아주 미챠버리는줄부직포스티커를 붙여도 금방 밀리면서 떨어져버려서 열혈검색 하다가 알게됐어요,,,,,
ANAL-211104-0139,0,1,안전문,구매,패널,설치,,3.24,1.9,0.82,0.38,
ANAL-211104-0139,1,1,설치위치 길이가 300 이면 310에맞춰서 주문해야 여유있을것같아요이런건 공지로 큼지막하게좀써주지 쩝,첨에는 주방만 설치햇다가  아이가 밥상에자꾸 올라가서  거실 가로질러 설치했어요,,,,,,,,
ANAL-211104-0182,0,0,글에,나사,좋아,,,1.3,1.3,0.7,,
ANAL-211104-0182,1,0,조립도 쉽고 툭툭 걸치기 좋아용,옷은 그 날 입은 옷들이나 다음날 입을 옷 23벌 정도 걸 수 있겠네요,조립도 쉽고 툭툭 걸치기 좋아용ㅋ,좀 가벼워서 흔들흔들 하긴 하는데 옷 걸으면 옷 무게때문에 또 견고해 지는 느낌이에요,배송 상태는 나쁘지않았고 부품은 모두 있었습니다,,,,,
ANAL-211104-0182,0,1,그냥,한개,,,,2.12,1.26,,,
ANAL-211104-0182,1,1,그냥 한개부족한건 양쪽이으니까 어느정도고정된거 같아요크기도 딱좋고 이쁜데 나사때문에 확 짜증났네요,찌그러지고 페인트다벗겨지고 반품한걸 보낸거같네요,그냥 한개부족한건 양쪽이으니까 어느정도고정된거 같아요크기도 딱좋고 이쁜데 나사때문에 확 짜증났네요 ㅠ,,,,,,,
ANAL-211104-0141,1,1,내가 쿠팡에서 산것중 가성비 갑,,,,,,,,,
ANAL-211104-0085,0,0,추천합니다,싸게,잘샀어요,콘센트,저렴,1.87,1.86,1.83,1.49,1.39
ANAL-211104-0085,1,0,그런데 역시이쁘니 아기도 관심을 보이고 뜯어냅니다,추천합니다,돌아기도 쉽게 뺄수 있어요,아이가 크고나니 오히려 언제 호기심이 발동될지 몰라 불안해서 끼웠어요,싸게 잘샀어요,,,,,
ANAL-211104-0085,0,1,아기가,너무,바로,콘센트,애기,4.03,2.98,2.7,2.5,2.29
ANAL-211104-0085,1,1,뺏다 하네요다시 다른걸로  구입해야겠어요,식기건조대 바로 뒤에 콘센트가 있어서 물이 튈까봐 구매했어요,아가드꺼라 믿고 구매했는데 끼우기도 어렵고 너무 불편해요,완전 좋아요,상품평이 없어서 고민이었는데 좋아요일단 아이가 뺄수 없으니까요콘센튼 꼽을때 빼는게 다른 손잡이 있는 것들보다 힘들겠지만 아이가 못열게하는게 우선이니까 감수하고 샀네요그림도 생각보다 귀여워요,,,,,
ANAL-211104-0244,1,1,스피츠를 키우고 있어서 괜찮은 브러쉬 없을까 했는데 3가지 사용하기더 좋고사용해도 괜찮은지 가만있네요,,,,,,,,,
ANAL-211104-0188,1,0,편하고 수납력도 좋아요더 구입하고 싶어요 ㅎㅎ,잘 쓰고 있습니다 수납력이 딱히 좋지는 않아요,작은 물건 넣어놓기 딱 좋아요,잡다한거넣을수있어서 조아용,,,,,,
ANAL-211104-0188,1,1,사무실책상공간활용짱,배송이빨라서너무좋구요마니서랍이라서 사무실 책상밑에 붙혔는데 열고 닫음에 불편함이 없고 필요할때 무엇이든 금방 찾아서 사용할수있어서 너무좋아요 감사합니다,공간활용굿굿미니서랍으로 죽은공간 활용할 수 있어서 좋아요자잘한 것들 올려놓으면 지저분해보이고 마땅히 둘 곳도 없고 했는데 자리 차지도 거의 없고 부착해서 사용하면 되서 잘 쓸 것 같아용,잘받았어요 여러모로 사용하기 편리합니다,,,,,,
ANAL-211104-0261,0,1,좋아요,바람,같아,별로,,1.9,1.3,0.89,0.65,
ANAL-211104-0261,1,1,시중보다 훨씬 저렴하네요,좋아요,사용하기 편리한거같아요,모기벌레퇴치창문틈새 다 처리하고 현관문까지 했네요,방충망과 샷시 틈새메꾸는 용도로 샀어요,,,,,
ANAL-211104-0038,0,1,기둥에붙여도,유통기한이없는거라,만든,상관은없겠지만벽에붙여도,꽝소리는,4.82,4.77,4.16,4.1,3.7
ANAL-211104-0038,1,1,너무 튀지도 않으면서도 인테리어감이 있네여 감사합니다,흡착력 별로,,,,,,,,
ANAL-211104-0110,0,0,좋아요,아기,너무,머리,물이,12.82,11.43,10.76,10.46,8.18
ANAL-211104-0110,1,0,완전 좋아요,배송 빨라요,빠른배송 감사,제품만족합니다,만족  만족합니다가격은 저렴한데 만족하면서 사용하고 있어요,,,,,
ANAL-211104-0110,0,1,물이,머리,아기,너무,줄줄,12.03,9.66,5.76,4.41,2.93
ANAL-211104-0110,1,1,쓰나마나 그냥 전에 쓰던거 다시썼어요사용하긴 편리하고 복원력도 좋은데 물이 질질 새니까 의미가 없네요하나짜리 살껄 그랬어요,진심최악의최악이런거 돈주고 왜샀나 싶음물 다새고 샴푸물로 범벅가운데 동그란 부분 고무가 느슨해지면서그 사이로 물이 새고애기 눈에 물이 줄줄 들어가요눈이 빨개졌어요,상품은 좋아보아는데 16개월 아기가 엄청 거부하네요,아기 머리에 밴드가 너무 헐렁해서 자꾸 빠져버리네요,예쁜장난감물이 다 새요 15 개월 30개월 아기예요실리콘이 아니라 헝겊 면이라 그런지 물이 줄줄 아기들이 기겁을 하네요,,,,,
ANAL-211104-0267,0,0,좋아요,아직,좋네요,너무,조아조아요조아조아요,13.01,4.3,4.29,4.24,3.98
ANAL-211104-0267,1,0,싸  고  조  아  요    색  상  도  예  쁘  고     사  이  즈  알  맞  고     완  전  조  아  요,하나 더 구매해서 다른 화장실에도 두려구요,잘 사용하고 잇어요,귀여워요,가격대비좋아요,,,,,
ANAL-211104-0267,0,1,소변,너무,좋아요,스티커,아직,8.73,7.71,7.19,6.4,5.0
ANAL-211104-0267,1,1,고리까지 들어있어 너무 좋아요박스가 너무 찌그러지고 느낌이 새거 아닌가 했는데 안에는 깨끗했어요,크기 너무 귀엽네용 가격도 저렴하고 맘에 들어요소변기있으니 혼자 바지내리고 싸고 엄마는 넘 편해요,화이트라서 인테리어랑 잘 어울리고 가격도 저렴해서 딱 좋네요,25갤아기배변활동시작하려해서소변기부터구입했어요배변활동 시작하려고 우선 소변기부터 샀어요,기본에충실해서마음에들어요아담하니 좋인요 저는 집에있는 고리로 달아서 쓰고있어요잘 떨어진다는 평이있어어요27개월아가가쓰기 크기도 적당하고 좋네요스티커 부착안했어요,,,,,
ANAL-211104-0046,0,0,좋아요,괜찮아요,투명,떨어져,양면,2.77,1.41,1.09,0.82,0.44
ANAL-211104-0046,1,0,가전제품에 색있는거 붙이기 싫었는데 투명있아서 잘 사용했어요,쿠션감 쿠션감 있어서 좋구요,아기가 걷기 시작하면서 서랍모서리에 찔꺼같아서 보호대로 둘러줬어요,침대쇼파 냉장고용으로 구매했는데 담날되니 부분부분 떨어져서 다시 3m 사다 붙였는데도 떨어져서 보기싫어서 다 떼고 다른걸로 붙였네요,괜찮아요,,,,,
ANAL-211104-0273,0,1,재고,작아,커버,사이,가격,1.49,1.39,1.33,1.0,0.88
ANAL-211104-0273,1,1,합리적이고 싼 가격에 구입하여 제품 잘 사용하고 있습니다,아님 이것도 사이즈가 있는걸지도 모르겠네요변기사이즈 확인하시고 구매하세요,근데 좀 작아요,아직까지는 앉는 연습정도밖에 쑤지못하지만 22개월13키로 울아이에게 홀이좀커서 불안해합니다,쿠션감도 빵빵하고아이들도 좋아하는 곰그림이라 너무좋네요,,,,,
ANAL-211104-0186,0,0,깔끔,좋아요,정리가,만족합니다,뚜껑,2.41,2.17,1.87,1.4,1.19
ANAL-211104-0186,1,0,구멍도 양옆으로 뚫려있어서 편하고 크기가 넉넉해서 좋아요,여기에 다 넣어두니까 훨씬 깔끔해서 좋아요,벽지도 화이트 노트북도 화이트라 잘어울리고 위에 뭐 올려놓을수도있어서 좋은듯,케이블 빼는 구멍이 양쪽에 있었으면 좋았을걸 같아요,그런데 맥북 충전기 같이 크기가 크고 위로 긴 것들때문에 뚜껑이 잘 안닫혀요 더 큰 사이즈로 샀어야 하나봅니다,,,,,
ANAL-211104-0186,0,1,구매,이벤트로,쿠팡체험단,후기입니다,멀티탭,3.95,3.41,3.24,2.58,2.45
ANAL-211104-0186,1,1,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,손잡이도없는불편한뚜껑싸구려마감상처는덤도착하자마자 열어보다가 손잡이가 없길래 옆부분 잡고 열었더니 상처가 생기네요,남편이 뚜껑이 잘안열리고 뻑뻑해서 그쪽 손으로 잡고 뚜껑열다가 손가락 베어서 피가 철철났어요아 속상해 진짜 마감 거지같네요누가 저거 둥글둥글한 모서리잡고 연다고 손베일거라고 생각이나 했겠냐구요다른한개는 손톱다듬는걸로 모서리 다 갈아줬어요,추천 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,,
ANAL-211104-0162,0,0,너무,쓰레기통,좋아요,,,1.82,1.79,1.11,,
ANAL-211104-0162,1,0,가볍고 좋아요,쓰레기통 찾아보다가 화이트 맛집 모노플랫 또 찾아왔습니다일단 무광이어서 싼티 안나서 너무 좋구요,너무 예쁘고 깔끔해요,비닐끼우는게  어렵고페달밟으면 가벼워서 쓰레기통이 들리고뒤로 밀리는 것이너무불편하네요,,,,,,
ANAL-211104-0162,0,1,깔끔,들어,적당,,,1.04,1.0,0.59,,
ANAL-211104-0162,1,1,적당한 사이즈 쏙 들어가고 크기도 적당해요,다만 입구에 10리터 봉투가 딱 맞게 들어가지는 않네요,싼것도아닌데필요한크기라쓸수밖에없네요가볍고 재질이 얇아요,깔끔한 디자인은 마음에 듭니다,배송중에 그런거 같진않은데 검수후에 보내주세요무소음까진 아니고 철이라서 닫힐때 소리나는데 비닐씌우면 안나네용,,,,,
ANAL-211104-0018,0,0,좋아요,,,,,1.66,,,,
ANAL-211104-0018,1,0,좋아요,기숙사에서 쓰려고 구입했습니다,납품용으로 구매했어요,아주 꼬옥 끼어야 해요,출입문에 사용하려고 샀는데 사이즈를 착각했지만 안방에 잘 사용하고 있습니다,,,,,
ANAL-211104-0018,0,1,문이,고정,그냥,좋아요,너무,8.23,7.74,6.62,4.18,3.67
ANAL-211104-0018,1,1,방문하단에안꼽힙니다3묶음에 가성비 좋을것같아서 구입했고창문을 양방향에 열어두니 문이 바람에 닫겨서 구입했습니다만너무 두꺼워서 잘꼽히지도않고 고정도잘안됩니다 ㅠㅠ,힘줘서 꽉 끼면 상관없는데 조금만 무관심하게 걸면 그냥 밀려나서 문이 닫히려고합니다,사용하기 편하고 문뒤에 고리에 걸기도 편한해요,현관 바닥에 약간 틈이있어서 현관문도 이걸로 고정해요,바람 등에 의해 문이 쾅 닫히는 것은 방지할 수 있지만 아무튼 고정이 안돼고 미끄러지는 것이 좀 아쉽습니다,,,,,
ANAL-211104-0032,0,0,좋아요,,,,,1.37,,,,
ANAL-211104-0032,1,0,좋아요,전세집이라 바닥에 찍힘 자국 나는 게 맘이 아팠는데 이걸 붙여놓으니 맘이 놓이네요,넉넉하게 들어있고 품질도 좋아요,좋습니다  가격저렴하고 효과는 만점이네요 소음없고 부드러워서 좋으네요재구매 의향 있스빈다 수고하세요,이 때문에 이 부분에 대해 구속영장을 신청할 예정이다,,,,,
ANAL-211104-0032,0,1,의자,좋아요,유용하게,소리,좋네요,3.79,2.38,1.99,1.58,1.56
ANAL-211104-0032,1,1,현관문이 건물 타일에 부딪혀 소리도 꽤 크고 타일에 금이 생기는 곳도 있었는데 이 물건을 이렇게 유용하게 사용하게 돼 너무 좋네요,의자 다리끝에 고무로 되어있어서 끄실때마다 불쾌한 소음을 냈는데요아래집에서도 항의가 들어온 소리라 조심한다고 이것저것 사서 의자다리에 씌어보았지마 소용이 없었어요근데 이건 정말 혁명입니다,동그란의자다리바닥에딱맞네요자주 움직이는 탁자와 의자 바닥에 딱 붙여놓았더니 끌때 소리 안나서 좋긴 하네요,근데 접착이 생각 보다 약한건지 잘 떨어지는거 같네요,딸아이가 식탁의자밑에 붙인다고 주문했어요,,,,,
ANAL-211104-0142,0,0,좋아요,생각보다,너무,크고,커서,12.31,10.19,7.82,7.27,7.21
ANAL-211104-0142,1,0,그런데 아기가 누울수있는 받칭대  밑에 부착되어있는 공기압이 너무강해 떼기가 힘들정도,저렴한 가격에 물건 괜찮구요아직 안써봤는데 보기엔 좋아요생각보다 더 크네요,욕조를 살때마다 크기에 실패봐서 욕조만4개잇는데 이번엔 아주 만족합니당,사이즈도 크고 아기가 편해해요,참 좋네요,,,,,
ANAL-211104-0142,0,1,너무,욕조,아기,커서,좋아요,34.3,26.03,24.71,22.34,20.9
ANAL-211104-0142,1,1,잘누워있어요아이가 커도 욕조가 워낙커서오래 사용할거 같아요가격대비 상품질은 우수한거 같습니다,한달 넘게 사용 했습니다다 쓰다가 기사보고 급하게 바꾼다고 로켓배송 되는거로 아무거나 산건데 아직 100일도 안된 아기라 좀 크지만 커서 엄청 오래 쓰겠네요,보관과욕조닦기만빼면매우만족해요이렇게 클지는 몰랐네용 다이소제품 쓰다가 문제있는거 보고 부랴부랴 샀는데 좋아요,욕조는 크고좋아요신생아욕조 계속 쓰다가 사이즈 업할때가 되서 삿어요,아직 사용은 안했지만 곧 태여날 아기가 좋아할것같에서 득탬이예요,,,,,
ANAL-211104-0168,0,0,화장실,같아,너무,사용,많이,1.76,1.0,1.0,1.0,0.51
ANAL-211104-0168,1,0,화장실 청소할 솔을 찾다 역시나 화이트우드 맛집 모노플랫 너무 이뻐요아직 사용 전인데 물이 많이 닿으면 나무가 변질 될까 우려 되는게 있긴한데 일단 미관상 너무 이쁘네요다른 제품들도 그렇고 디자인에 신경 많이 쓰시는것 같아요,,,,,,,,,
ANAL-211104-0170,0,0,좋아요,깔끔,,,,1.32,1.0,,,
ANAL-211104-0170,1,0,화이트우드를 정말 좋아하는데 딱 원하던 디자인입니다,모노플랫제품너무 좋아요,디자인도 깔끔하고 무엇보다 못이나 흡착 방식은 어려움이 따르는데 함께 동봉된 본드로 설치하니 깔끔하게 잘 붙어요,싸구려 같지 않아서 좋아요,두번째구입합니다,,,,,
ANAL-211104-0082,0,0,좋아요,아기가,문을,자꾸,너무,12.87,8.56,6.13,5.17,5.15
ANAL-211104-0082,1,0,아이들이 커갈수록 열수있는문이 많아지는데 진짜 꿀템이네요,근데 이물건받아서 설치해보니 못열더라구요그래서 재주문하나더할까싶어요,배송빠름 좋아요,아이가 자꾸 현관무누나가려고 해서 주문했어요,아기가 문을열어서 구매했어요,,,,,
ANAL-211104-0082,0,1,열고,이벤트로,쿠팡체험단,구매,너무,3.86,3.68,3.62,3.5,3.39
