ANAL_CODE,KEYWORD_GUBUN,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0183,1,1,오른쪽에 걸려있는 옷을 걸고빼면왼쪽이 들리고 왼쪽옷을 걸고빼면 오른쪽이 살짝 들리는 빈공간에 외투만 걸어둘 생각으로 미니한걸 원했는데사이즈는 딱이네요,행거 아래쪽 사이즈만 기재돼있는데 나무무늬봉 체결하면 봉길이가 55가 넘습니다,조립이 간단 명료해서 좋아요,좁은공간활용하기완벽옷은 많은데 옷걸이가 모자라 옷들이 불상하게 걸려있어서 좁은 공간에 필요한 옷걸이 찾다가 이걸 샀어요,새 제품이라 좀 신경 쓰이는데 그래도 크게 눈에 띄진 않아서 그냥 씁니당 제 코트가 좀 길어서 좀 더 높았으면 좋겠는데 그건 저의 사이즈 체크 미스였네용 적당히 겉옷 걸어놓기 좋아요,,,,,
ANAL-211104-0260,1,1,좋아요 근데 살짝 떨어지긴하네요,예전에 쓰던것들보다 접착력이 좋아서 잘 안떨어 지네요,잘 받았습니다빠른 배송 감사합니다,양면테이프만남아요벌레가 많이 들어와서 가게 출입문 에 붙였더니 하루만에 양면테이프만  너덜너덜  완전 쓰레기만 남음,괜찮아요,,,,,
ANAL-211104-0101,0,0,만족합니다,너무마음에듭니다,좋아요,전선,접착력,5.44,3.28,2.98,1.56,1.0
ANAL-211104-0101,1,0,재구매전선끼우기 쉬워요,근데 색이 투명이라서 전선이 먼가 깔끔하게 정리가 안되네요,전선 깔끔하게정리했어요,좋아요,랜선에 사용하려고 산건데 투명중하고 크롬대가 생각보다 커서 당황했네요,,,,,
ANAL-211104-0101,0,1,접착력이,너무,떨어,좋아요,전선,5.69,5.28,4.26,3.47,3.21
ANAL-211104-0101,1,1,벽지 위에 붙이기엔 접착력이 생각보다 약해서 계속 떨어집니다,접착력 매우없음잘붙어야하는곳엔 정작 잘 안붙고 랜선 연결할때쓸려고 샀는데그냥 결국 집근처가서 전선 스템플 따로 샀네요,싸게 잘 구매해서 쓰고 있습니다,너저분한 선들이 많았는데 타이로 묶고 이걸로 지지대 해주니 깔끔하게 되었어요,접찹력이 진짜 테이프보다 못함,,,,,
ANAL-211104-0184,0,0,슬림,깔끔,걸어,,,1.13,0.87,0.56,,
ANAL-211104-0184,1,0,입었던옷 걸어두려고 샀어요,디자인이 깔끔하고 옷방과 잘 어울립니다잠옷 걸이 혹은 다음날 입을 옷 걸어놓는 용도로 잘 사용하고 있습니다,마음에 들어요,보니 마루 바닥에 끌리는 옷들이 많은 편이예요,자주 입고 나가는 겉옷들을 걸려고 구매했는데 생각보다 많이 걸리고 튼튼합니다,,,,,
ANAL-211104-0184,0,1,행거,걸어,,,,1.37,1.0,,,
ANAL-211104-0184,1,1,조금더튼튼했으면좋겠어요조립은 쉬우나 잘 흔들려요,깔끔하고이쁨색상이 화이트가 귀해서 그런지 검정은 가격이 많이저렴했는데 화이트가 비싸지만 색상땜에선택했어요,조금 흔들 무게감은 없지만 깔끔하게 작은 코너에 놓아도 부담이 없고 밖에서 들어 왔을때  바로 걸 수 있고 손님이 찾아 왔을때 따로 바로 한쪽에 걸어 둘 수 있어 편하고 깔끔합니다,,,,,,,
ANAL-211104-0063,0,1,모서리,투명,접착력이,좋아요,떨어,4.45,4.27,3.34,2.46,2.36
ANAL-211104-0063,1,1,그래서 뾰족한 코너에 붙이려고 구매했습니다아기 키우시는 분들은 비슷한 시기에 필요하실거같아요부딪히기쉬운부분에 하나씩 붙여놓았어요,붙인지 2주밖에 안됐는데 다른걸로 새로 구매해야될것 같네요,아침에받고열받아서 내가 이걸 하나만 왜사겠어요,15갤 애기 있는 집인데너무 잘 떨어져요,보호가 하나도 않되네요아기가 맞혀서 눈옆이 파여 들어갓고 피 고였어요절대 사지 마세요,,,,,
ANAL-211104-0204,0,0,들어,,,,,1.0,,,,
ANAL-211104-0204,1,0,어질러놨던게 깔끔해졌구 예뽀여바스켓 생각보다 커서 많이 들어가요,마음에 들어요,화이트와 우드의 조합은 감성적인 느낌이 물씬 풍기네요,심플하구 이뻐요  생각보다 제품도 커서 책상위에 너저분한것들 다 넣었는데 여유롭게 들어가네요,,,,,,
ANAL-211104-0204,1,1,예쁘고큼직하네여수건이 약 15개쯤 들어갑니다 보기에도 깔끔하고 전 마음에 드네여,이것저것담아두는데인테리어로도좋네요좋아요 정말좋아요,좋습니다좋아요 이뻐요,메이드인차이나가 뒤에 적혀 있어서 좋았어요 생각보다 크네요 인테리어로는 되게 이쁠거 같아요,,,,,,
ANAL-211104-0311,0,0,벨트,좋아요,너무,교체,제품,5.13,2.49,1.77,1.29,1.08
ANAL-211104-0311,1,0,만족합니다,벨트가 헤져서 새로 구매했어요,원래 그레이색이었는데 베이지색으로 바꾸고 벨트도 교체해주니 새상품이 되었네요,벨트 필요없다 생각하다가도 아이가 힘들어해도 꼭 써야겠다,조카가 쓰던 하이체어를 물려받았는데 벨트를 잃어버려서 사게됐어요,,,,,
ANAL-211104-0111,0,0,좋아요,유모차,생각보다,튼튼,크고,6.3,3.44,2.68,2.52,2.51
ANAL-211104-0111,1,0,좋아요,가방걸기 좋아요,되게 작은고리 일줄 알았는데 왕왕 커요생각했던것보다 엄청크네요견고하긴할것같은데아무리무거운걸 걸어도 유모차가 내려앉으면 앉았지 고리자체는 멀쩡할것같이 큽니다,사이즈가 이렇게 큰 줄 모르고 2개 주문했어요,견고하고 튼튼합니다,,,,,
ANAL-211104-0111,0,1,커서,좋아요,유모차,정말,튼튼,2.93,2.81,2.5,1.94,1.8
ANAL-211104-0111,1,1,유모차가 손잡이가 끈어지지 않는 이상 꽤 지탱할 것 같네요크다고 하는 후기 보고 얼마나 클까 싶었는데 크긴 커도이 정도는 되야 걸고 다니기 편할 것 같아요하나만 있어도 될 것 같을 정도로 크고 튼튼해서 맘에 드네요,다들 등산용품 아니냐고 그러더라고요 유모차가 절충형이라 작은 편은 아닌데 두개 달고나니 좀 부담스럽네요,근데 요즘 코로나때문에 자주 나가지못해 잘사용은 못하고 있어요,두개 왔는데 하나는 리안 스핀로얄에 달아보려구요,후대용에쓰려고 삿는데 튼튼해요,,,,,
ANAL-211104-0123,0,0,너무,좋아요,공기,사용,유모차,2.55,2.33,1.0,0.89,0.83
ANAL-211104-0123,1,0,유모차안에서도 안건들이고 유지잘되고 굳굳굳 끌줄모른다는것에 너무나 만족,아가드 공기청정기구매 전에는 미세먼지가 많아서 아가를 위해 구입했는데  구입하고 나니까 미세먼지가 좋네요,공기청정만 잘해준다면 좋을듯하구요저는 저소음인지 모르겠어요,누구에게 추천해줘도 넘나 좋아할제품후회없는 선택이죠,일단 배송 진짜 빨랐구여유모차 전용이라 그런지 딱 맞더라구요,,,,,
ANAL-211104-0123,0,1,너무,유모차,공기,차에,미세먼지,2.09,1.97,1.92,1.78,1.13
ANAL-211104-0123,1,1,단점 약간의 소음 무게감 가벼운편은 아님 사실상 차에서 쓰면 장점이 많을것 같습니다,집게가있어서정말편해요공기질에따라 전원버튼 색깔바뀌는거 눈으로 확인되니 좋구요윰차에 집게로 딱 고정시키니까 아기 바로 앞에서 공기가 정화되니까너무 만족합니다전원버튼은 터치로 켜는거라 잘됐다안됐다 하긴해요민트가 세일해서 샀는데 컬러도 너무맘에들구 필터넣는덮개겸  전면부가 자석으로딱  닫히니 편리하고 신기했어요,저소음에애기아니어도쓸수있어좋아요이모한테 선물로 보냈습니다,생각보다 조용합니다미세먼지 심한 날 어쩔수없이 아기 데리고 외출하실때 이 제품 쓰시면 조금이나마 안심하실 수 있을거예요,,,,,,
ANAL-211104-0240,1,1,시중에 파는 매트들은 크기가커서 구석구석 틈새를 못채워서 댕댕이가 미끄러졌는데 틈새를 채울 수 있어서 너무너무 좋아요,가격대비괜찮아요붙이고하는건간단해서좋은데얼룩많이묻어잇고모서리부분이휘어져서 뜨네요가격대비괜찮아용,,,,,,,,
ANAL-211104-0043,0,0,잴때마다,좋아요,같아요,아이,좋네요,4.35,3.83,3.1,3.05,2.54
ANAL-211104-0043,1,0,틈틈히 재주고있어요,정확하게 측정은 못하는것 같아요,저정도 얼마나 컷는지 확인도 되고 좋아요,사용법이 조금 어려운 것 같아요키재기 스티커 벽에 붙여 두고 기록하다아이 키 측정하려고 구입했는데 만족 합니다,오차가 너무 큽니다남편이랑 제키를 재는데 10센치이상 계속오차가나오네요,,,,,
ANAL-211104-0043,0,1,키를,키재기,초음파,사용,정확히,3.25,2.48,2.39,2.38,2.21
ANAL-211104-0043,1,1,귀여워용애기 검진아니면  재기힘들었는데 어른도 잴수 잇고 가격 싸게사서 득템했어요,하불량처리행사였나요이벤트로 2천얼마에 아주 싸게 사서 반품안하고 애들 장난감으로 줬습니다,처음에 188 183 140 177 이렇게 나오더라구요그런데 계속 사용하다 보니까 그래도 제 키와 비스무리하게 계속 나오더라구요정확하진 않구요,아기 키 재려고 샀는데에러가 자주 나네요제가 사용을 못하는걸까요사용방법은 심플한거 같은데잘안재어지네요,자세히햇는대잘안되요상품이  안좋아요,,,,,
ANAL-211104-0017,0,0,좋아요,아기가,너무,감사합니다,배송,8.09,3.03,2.06,1.85,1.66
ANAL-211104-0017,1,0,종류가 다양하고 모양도 귀여운게 많아서 좋아요,귀엽네요,재구매좋아요,침대 모서리에 나무기 일어나서 임시방편으로 구입했는데 만족합니다,근데 시간이 지나면 양면 테잎이라 그런지 떨어지네요,,,,,
ANAL-211104-0017,0,1,문이,너무,바나나,좋아요,자꾸,8.46,7.52,4.94,4.16,3.48
ANAL-211104-0017,1,1,방이안닫히고고정이잘되요바람 때문에 방문이 콩 콩 소리를 엄마가 극도로 싫어 하셔서 샀어요너무 귀여워요,매우만족제기준에는  너무  귀엽고  문에 끼우니  고정도  잘되네요저는  만족합니다2000원 정도로  구매  할려고  검색하고  있었는데  4900원이네요,힘없음문닫힘힘없어요,바나나 치발기처럼 단단한 실리콘 기대하고 샀는데완전 얇은 실리콘  게다가 저희집 문틈은 너무 큰가봐요 하나 올 줄 알았는데 두개가 와서 다행인가 두개 끼워야 딱 맞는 제가 원하는 느낌으로 끼워지네요,상품평보고사세요상품평보고 살껄그랬어요,,,,,
ANAL-211104-0058,0,0,좋아요,모서리,좋네요,아기가,배송,20.46,5.87,5.32,4.97,4.83
ANAL-211104-0058,1,0,써보고 재구매할것같아요,만족합니다,배송도 빠르고 맘에 들어요,간편하게 설치하기 좋아요,대박 동네에서 산 모서리커버가 자꾸 떨어져서 배송비 값이라 사봤는데 안 떨어지고 좋습니다,,,,,
ANAL-211104-0058,0,1,모서리,좋아요,아기가,너무,그래도,9.23,8.51,7.36,6.03,4.72
ANAL-211104-0058,1,1,다른 보호대는 떼어냈을 때 가구에 양면 테이프 끈적이가 남아있는데 이 테이프는 아주 깔끔하게 떨어져서 좋아요,별로  추천하고  싶지  않게  잘  떨어집니다,동봉된 양면테입으로 간편하게 붙일수 있는데 양면테입 커팅이 제대로 안되어있어서 가위로 좀 잘라서 썼어요,포토후기는 정말안남기는편인데  남겨요크기도 거슬리지않고 기능에도 충실하고 잘안떨어지겠어요찜해뒀다가 필요하면 또사려구요,투명한거라좋아요말랑말랑 한게 아니라 아이가 부딪히면 아플것 같긴해요,,,,,
ANAL-211104-0169,0,0,사이즈,좋아,,,,1.37,1.04,,,
ANAL-211104-0169,1,0,원래는 싱크대에 쓸려고 했는데 컴퓨터 책상에 올리니 더 잘 맞는듯하네요,좋아요,,,,,,,,
ANAL-211104-0169,0,1,너무,사이즈,제품,생각,깔끔,1.94,1.38,1.23,1.0,1.0
ANAL-211104-0169,1,1,근데 가볍기까지색상이 화이트라 필요에따라 여기저기 옮겨써도될것같아요크기도 크지않아 거슬리지도않고 딱 적당해요너무마음에듭니다,이상품은 사이즈심플해서  작은 손세정제  세개정도 들어가면 꽉차는데  더깔끔해줘서 좋아요,정리가되네요높이도 적당해서 저한테 딱 필요한 제품 입니다,괜찮은것같습니다화장실 코너부분에 놓고 자주쓰는 물건들 놓고 사용하려 구매했습니다흰색이라 깔끔하고 이쁘네요사이즈가 조금 더 큰것도 있으면 좋을것 같아요,딱알맞은 사이즈네요,,,,,
ANAL-211104-0239,0,1,깔아,,,,,1.0,,,,
ANAL-211104-0239,1,1,세탁실에 코일매트를 깔아서 생활하다가 올이 풀리는바람에지저분했었는데 퍼즐매트를 깔아주니색상도 잘 맞고 더 푹신해지고 지저분한것도 안보여서 좋네요남은 매트도 다른곳에 잘 활용해보려구요,두께가상당히있어서애들이뛰어다니는데안심되요,미끄러워요,너무이뻐요울강아지괄절보호를위하여,강아지관전을위하여준비했어요,,,,,
ANAL-211104-0091,0,1,좋아요,깔끔,저는,벽지,너무,5.27,2.65,2.54,2.23,2.13
ANAL-211104-0091,1,1,접착테이프가 아주 강력합니다,좋네요,저는 홈씨씨티비 때문에 설치를 했는데 깔끔하고 좋습니다,가격대 성능비 좋아요,불량이라서기분이넘넘상했어용한번 시켰을때는 잘왔는데 이번에는볼품이 없고 불량이 왔어요4개가 들어있는데 3개가 저렇게 반정도가 부러져서 왔네요환불하기에도 아깝기도 하고 돈이 두배로 들어갈 것 같아서그냥 잘라서 쓸껀데요,,,,,
ANAL-211104-0214,0,0,깔끔하고,좋아요,너무,현관이,신발,3.49,3.46,3.1,2.51,2.18
ANAL-211104-0214,1,0,런닝머신옆에 식구들 운동화정리해놓기 딱 좋네요,심플하니 좋네요,예쁘긴한데 생각보다 약간 인테리어 하기엔 허전한 느낌이 있네요,좁은 현관에 딱이에요,깔끔하고 심플해요,,,,,
ANAL-211104-0214,0,1,좋아,깔끔,,,,1.0,0.6,,,
ANAL-211104-0214,1,1,플라스틱류의 싸구려느낌도 안나고 아담하니 깔끔합니다무엇보다 자리 차지 안하면서도 현관에 널려있던 슬리퍼 운동화 정리하기 딱 좋아요,손잡이 쪽 양쪽 다 긁혀있어요교환 귀찮아 바로 진열했어요아담하니 아이들 신발진열로 사용하기 좋아요,조립형이 아니라 넘 좋았음,근데 240 크록스 뒤로는 안들어가서 잠시 당황했어요,음 심플 탄탄하나크기가작아서아이들 항공운동화사이즈들은 전혀안들어가요날씬한나이크운동화나슬립온등등만 놓아야하니제약이생겨안좋네요,,,,,
ANAL-211104-0149,0,0,좋아요,너무,이유식,튼튼하고,배송,6.05,5.45,4.48,4.46,4.09
ANAL-211104-0149,1,0,여러가지 순기능눕힐 수 있고  식판 탈부착 등만 보아도 이 가격으로 살 수 있을까 싶은데 정말 가성비 최고의 제품  앞으론 브랜드 인지도가 더 높아질거라 예상됩니다,부품이 없어서 교환 요청드렸는데 바로 처리해주셨어요,친척언니 선물로 배송 빠르고 애기의자 좋다고 하네요,아기가 편한지 잘 앉아있어요,조립 하는데 좀 뻑뻑해서 힘들어요그래도 시트색이랑 예뻐서 맘에 드네요,,,,,
ANAL-211104-0149,0,1,너무,의자,좋아요,아기,이유식,11.85,8.21,6.39,6.25,5.19
ANAL-211104-0149,1,1,바퀴네개랑 브레이크만 달면 되요 이정도면 조립해서 보내주시지브레이크가 걸려 있어 바퀴가 가볍게 움직이진 않지만 원목처럼 흔들림없지는 않네요그냥 앉혀 봤더니 일단 거부감은 없어요내일 이유식먹이는 시간 기대되네요잘 쓸께요,이거 정말 물건이에요4개월 아기가 누워있는걸 싫어하고 자꾸 뒤집어서  앉혀둘만한 의자 정말 고민했는데너무 비싼거 사서 실패할까봐 일단 적당한 가격대로 산거거든요,사진에서 본거랑 똑같아요다른 저렴이 보다 튼튼할거 같아서 중간 가격을 선택했어요발판 길이가 조절 되게 개선 해주면 더 좋을거 같아요그리고 식탁트레이 높이가 생각보다 높아서 불편해요,블로그 리뷰를 보고 사용방법을 익혔어요또한 후기에도 말 많았던 스탑앤고뻑뻑합니다,가격대에비해서 너무고급스럽고 예뻐요 식판도넓어서 더좋네요,,,,,
ANAL-211104-0099,0,0,감사합니다,배송,잘받았습니다,아주,좋아요,2.98,2.56,1.77,1.7,1.52
ANAL-211104-0099,1,0,잘받았습니다,배송 빠르고 뒷베란다에 전기선 덮는데 딱 맞아요,회사 전선정리용으로 샀는데 좋네요,아주 좋아요,플라스틱 몰딩을 바닥에 붙이면 안전화에 차여서 깨지는데 연질은 그런 염려가 없네요,,,,,
ANAL-211104-0176,1,0,너무너무 깔끔하고 접착력이좋네요잘 붙어있어요,,,,,,,,,
ANAL-211104-0051,0,0,좋아요,자꾸,좋습니다,만족,아이가,7.95,3.46,3.33,2.2,2.08
ANAL-211104-0051,1,0,밀림도 없고 보호대로 좋으네요,붙일 곳의 내경을 잘못 계산해서 살짝 빈 곳이 있었습니다,좋습니다,설치 후 한참 괜찮았는데 아이가 인식하기 시작하면 빼버리네요,아기가 쏘서 옆에서 놀다가 한번씩 바에 머리를 찧어서 딱 제가 찾던 상품 찾아서 너무 만족해요,,,,,
ANAL-211104-0051,0,1,자꾸,아기가,너무,침대,좋아요,4.89,4.52,2.91,2.78,2.43
ANAL-211104-0051,1,1,접착이 좀 어렵네요,무소용그래도 쿠션감은 좋고 머리박아도 덜아팠어요고정 해야합니다,좋겠어요전 식탁다리가 철이라서 감쌌는데 한개로는 부족해서 양쪽으로했어요아기가 자꾸 빼서 놀길래 케이블타이 감았어요이제 그것도 위험한것같아 모서리보호대 두꺼운걸로 다시 붙일까봐요,침대파이프가 얇다보니 약간 헐렁헐렁하니 돌아가는 기분이 있어요,흐물흐물 힘도없고 아기가손으로 잡아빼고고정도안되네요,,,,,
ANAL-211104-0174,1,0,접착력도 괜찮은 것 같고 깔끔해요,디퓨저 두려고 구매했어용,뻐유 말리느라 아직 조리도구 못걸엇어유,,,,,,,
ANAL-211104-0068,0,0,너무,아이,진동,좋아,기대,1.73,1.73,1.46,1.46,0.82
ANAL-211104-0068,1,0,배송 빠르고 진동 소리 정말 귀 기울여야 들려요,20개월아기 1단계2가맞고요 7살여아 2단계가 딱맞네요큰애는 좋아하는데 작은애가 아직 흥미가없네용 앞으로 좋아하길 기대해봅니다,아이 이닦이기 좋으네요,아이기 처음,아이가 좋아합니다,,,,,
ANAL-211104-0068,0,1,아이,가격,칫솔질,좋아,,1.34,1.33,1.09,0.87,
ANAL-211104-0068,1,1,아이제품이라도 알록달록하지않고 디자인이 깔끔해서 더 좋아요,아들거 하나만요색상자체는 딱히 진하고 쨍한색감이 아니라서쓰다보니 색바램때문에 누구건지 헷갈려서 네임스티커 붙여서 쓰고있네요이참에 다른것 사볼까하다가 가격도 가격이지만두껍고 뚱한것밖에 못찾아서 다시 재구매했네요당분간 또 잘쓸것같아요,다좋은데전원버튼이단단해아기가스스로켤수없어요아기가 좋아하고양치를 잘하고자기꺼라고 좋아하고하지만 아기가 스스로 버튼을 눌러 끄고 켤수 없음,,,,,,,
ANAL-211104-0059,0,1,쉽게,손으로,떨어짐,물고,생긴건,2.78,2.37,2.26,2.05,1.5
ANAL-211104-0059,1,1,접착만잘되면짱일듯접착이잘안되네요,좋은상품이네요배송도빠릅니다좋은상품이네요,스펀지로 된 아가드 모서리보호대 진짜많이 사용했어요이사하면서 신랑이 투명으로했음해서 구매했는데양면테이프가 흰색이네요,,,,,,,
ANAL-211104-0197,0,0,사은품이,좋아요,너무,뚜껑,아가드,1.74,1.7,1.13,1.01,1.0
ANAL-211104-0197,1,0,물건은 잘 왔는데 포장이 영 엉망이네요,,,,,,,,,
ANAL-211104-0197,1,1,베랜다정리잘했습니다,깔끔하고좋습니다사이즈도커서좋아요금요일 저녁에 구매하고 바로 토요일 오전에 배송왔습니다 요즘 갑자기 날씨가 변해서 옷을 정리하려고 수납박스를 찾던중에 사이즈도 적당하고 화이트에 투명뚜껑까지 있어서 딱이다 싶었습니다 배송도 하자없이 잘 왔고 주말에 시간내서 옷장정리했는데 옷이 생각보다 많이 들어가서 깔끔하게 정리가 되었습니다 의류 제습제만 추가로 구매해서 넣어주면 딱 좋을것 같습니다,트롤리에 정리하려고 수납함 구매했어요 s사이즈 쏙 들어가고 아기물건 수납외에 베란다 정리함으로도 실용적이에요 깔끔하게 정리되어 외관상으로도 너무 좋습니다,,,,,,,
ANAL-211104-0289,1,1,생각보다뭔가걸수있는고리가짧다,,,,,,,,,
ANAL-211104-0143,0,0,좋아요,아직,거울,너무,아기가,2.11,1.71,1.61,1.32,1.06
ANAL-211104-0143,1,0,와이드라 뒷자석 아기가 완전 잘보여요덕분에 맘놓고 운전해요,좋아요,아직 사용전이에요,너무 좋아요,넘넘넘 만족 대만족입니다,,,,,
ANAL-211104-0143,0,1,아기,좋아요,거울,커서,너무,23.47,23.41,21.37,18.83,12.96
ANAL-211104-0143,1,1,세로로 세우고 싶었는데 저희집 차 자체가 그렇게 하기엔 천장이 낮더군요가로로 놔도 생각보다 꽤 넓어보여서 괜찮습니다,싸이즈가 커서 아이가 잘보여요짱인듯합니다뒷자석에 목받침 있어 설치하기 편했습니다,거울 큼직해서 정말 맘에 들어요,카시트 뒤보기 하는데 아기가 안보여서 구매했어요,진작에 설치할걸장거리 운전할때도 애기 뭐하는지 확인가능해서 좋네요,,,,,
ANAL-211104-0127,0,0,온도,아직,너무,좋아요,아기,6.91,6.15,5.68,5.66,4.08
ANAL-211104-0127,1,0,요새 세면대에서 물장난을 많이 치는데여기 빨간불 깜빡거리면 뜨거우니까 조심해야해 하고 알려줬거든요빨간불 나오면 자기가 물을 끄더라구요,아직 사용은 못해봣어요,온도나와서 좋네요,아직 사용 전인데 잘 되겠죠,온도가 나와서 좋은데 온도표시창이 고정이 되어 있어서 화면 보는게 좀 힘드네요,,,,,
ANAL-211104-0219,0,0,좋아요,정리,공간,깔끔,,3.87,1.19,0.65,0.42,
ANAL-211104-0219,1,0,정리하기 좋아요,빠른 배송 감사합니다,정리하기도 쉽고 좋아요,튼튼하고 좋아요,기존에 사용하던거보다 너무 좋아요,,,,,
ANAL-211104-0219,1,1,기존에 있던 제품이 올 스텐이라 두꺼운 접시를 꽂을때긁히는 단점이 있어 이걸로 사 봤어요작은 사이즈지만 큰 접시도 무난히 꽂히구요접시가 걸리는 부분에는 실리콘으로 덧대 져 있어서긁힐 염려도 없네요 공간도 많이 차지하지 않고 마음에 들어요,생각보다 너비가 좁아서 많이 꼽히진않지만 사이즈별로 두개씩 사서 식기가 많지 않은 신혼부부집엔 괜찮은거 같아요주방이 정리정돈되어져서 마음이 편안하네요,,,,,,,,
ANAL-211104-0233,0,0,좋아요,아기가,빠른,쿠션감,가격대비,4.73,1.82,1.07,1.01,0.93
ANAL-211104-0233,1,0,좋아요,너무기대하지도 않았지만 뒷면도 까져있고  벽매트는양면테잎도 동봉되는상품이 아니었네요,푹신푹신해서 좋아요,배송 빨라요 신랑이랑 둘이서 한시간 공사햇어요,돌쟁이 아기가 자면서 뒹굴뒹굴 벽에 다치길래 구입햇어요,,,,,
ANAL-211104-0233,0,1,너무,벽에,좋아요,자꾸,냄새,7.7,7.62,7.2,6.49,6.03
ANAL-211104-0233,1,1,한장은 깨끗하고 다른 한장 뒷면이 너무 변색이되어서 찜찜 하지만 앞판엔 문제가 없어 그냥 사용하기로 했어요,아이들이 잘때 엄청 돌아다니는지라 벽에 머리박는게 일상이였는데 그 걱정 덜었어요음 개인적으로 느낀 단점은 접착부분 벽에 고정해야 하는데 양면테잎으로 붙이게 되어있어서 벽지 망가질까봐 붙이질 못했어요,강추합니다다른분들에게도 도움이 되길바랍니당몸부림 심한 우리 아들때문에 침대옆 벽에 붙여놨더니 완전 맞춤형인듯,안전커버로 붙이니 너무  지저분해서 벽매트로 붙일려고 구입했고 여전히 냄새가  오자말자 비닐 뜯어서 밖에 널어두었네요,마음에 들어요,,,,,
ANAL-211104-0274,1,1,상품이 깨져서 오지만 않았어도 별 5개 줄뻔했네요배송시 제품에 하자가 없는지 확인해서 배송해 주는 절차가 빠진거 같네오 반품합니다,일단 디자인이 예뻐서 아가가 좋아하구 아직은 약간 크기는하지만 아이는 편안해하더라구요, 앉을때마다삐그덕소리나요,,,,,,,
ANAL-211104-0286,0,1,바늘,벨크로,접착,우산,,1.07,1.0,1.0,1.0,
ANAL-211104-0286,1,1,배송은 빠르지만 물건은 별로예요접착이 너무 약해요,벨크로끼리의 접착은 아주 좋은데양면테이프 부분이 우산 천에 잘 안달라붙어서 실패,다시 바느질했더니 바늘에 접착제가 붙어서 바느질도 잘 안되고 바늘 버렸습니다 ㅠㅠ,다시 바느질했더니 바늘에 접착제가 붙어서 바느질도 잘 안되고 바늘 버렸습니다,,,,,,
ANAL-211104-0003,1,0,만족합니다,접착력이 좋고 편리합니다,,,,,,,,
ANAL-211104-0283,0,1,좋아요,제품,좋네요,앉는,그냥,3.76,3.09,2.51,2.45,2.34
ANAL-211104-0283,1,1,앉는부분부실제가 산것도 앉는 부분 뜯어지네요추워서 뜯어진게 아니고 제품이 튼튼하지못하네요,근데 두껑을 내리면 위로 들려있어요,적당하게 앉으면 폭신해서 볼일볼때 좋은거같아요,진짜첫번째 사서 배송다음날 받아서 바로 설치하려는데 아래시트 쪽이 첫번째 사진처럼 뜯어져 있어서 교환요청했고 다시받아서 집정리하느라 한참 확인 못하고 일주일가량이 지난 오늘 다시 뜯었는데 두번째 사진처럼 또 뜯어져 있네요,깔끔해서좋아요디자인 깔끔하고 색상도 화이트라 더 깔끔해서 좋아요화장실은 첫째도 둘째도 깔끔함이잖아요근데 2 아쉬움이있어요,,,,,
