REVIEW_DOC_NO,ANAL_CODE,CLASSIFY,EMPATHY,EMPATHY_SCORE
RVD-220118-0063993,ANAL-211104-0197,사용성,만족,4
RVD-220118-0063976,ANAL-211104-0191,디자인,만족,4
RVD-220118-0063965,ANAL-211104-0159,사용성,중립,3
RVD-220118-0063964,ANAL-211104-0159,디자인,설렘,4
RVD-220118-0058958,ANAL-211104-0066,사용성,만족,4
RVD-220118-0058957,ANAL-211104-0066,사용성,당황,2
RVD-220118-0058956,ANAL-211104-0066,사용성,만족,4
RVD-220118-0058955,ANAL-211104-0071,사용성,만족,4
RVD-220118-0058954,ANAL-211104-0071,사용성,만족,4
RVD-220118-0058953,ANAL-211104-0087,사용성,중립,3
RVD-220118-0058952,ANAL-211104-0087,가격,당황,2
RVD-220118-0058951,ANAL-211104-0087,사용성,만족,4
RVD-220118-0058949,ANAL-211104-0258,가격,만족,4
RVD-220118-0058948,ANAL-211104-0154,사용성,중립,3
RVD-220118-0058947,ANAL-211104-0154,사용성,중립,3
RVD-220118-0058946,ANAL-211104-0082,사용성,만족,4
RVD-220118-0058945,ANAL-211104-0127,사용성,바람,4
RVD-220118-0058944,ANAL-211104-0127,사용성,만족,4
RVD-220118-0058943,ANAL-211104-0153,디자인,중립,3
RVD-220118-0058942,ANAL-211104-0153,사용성,만족,4
RVD-220118-0058941,ANAL-211104-0153,사용성,행복,5
RVD-220118-0058940,ANAL-211104-0153,사용성,만족,4
RVD-220118-0058939,ANAL-211104-0072,사용성,기쁨,5
RVD-220118-0058938,ANAL-211104-0072,재질,슬픔,2
RVD-220118-0058937,ALL,재질,행복,5
RVD-220118-0058936,ANAL-211104-0151,사용성,만족,4
RVD-220118-0058935,ANAL-211104-0285,사용성,고마움,4
RVD-220118-0058934,ANAL-211104-0285,가격,짜증남,1
RVD-220118-0058933,ANAL-211104-0285,가격,고마움,4
RVD-220118-0058932,ANAL-211104-0285,가격,만족,4
RVD-220118-0058931,ANAL-211104-0271,사용성,중립,3
RVD-220118-0058930,ANAL-211104-0155,사용성,바람,4
RVD-220118-0058929,ANAL-211104-0155,사용성,만족,4
RVD-220118-0058928,ANAL-211104-0155,사용성,중립,3
RVD-220118-0058915,ANAL-211104-0126,사용성,중립,3
RVD-220118-0058914,ANAL-211104-0126,가격,싫음,1
RVD-220118-0058913,ANAL-211104-0126,사용성,슬픔,2
RVD-220118-0058858,ANAL-211104-0136,사용성,중립,3
RVD-220118-0058857,ANAL-211104-0129,사용성,중립,3
RVD-220118-0058856,ANAL-211104-0129,사용성,중립,3
RVD-220118-0058855,ANAL-211104-0136,사용성,만족,4
RVD-220118-0058854,ANAL-211104-0129,사용성,바람,4
RVD-220118-0058853,ANAL-211104-0136,재질,중립,3
RVD-220118-0058852,ANAL-211104-0129,사용성,바람,4
RVD-220118-0058851,ANAL-211104-0136,사용성,당황,2
RVD-220118-0058850,ANAL-211104-0136,사용성,중립,3
RVD-220118-0058849,ANAL-211104-0136,사용성,중립,3
RVD-220118-0058848,ANAL-211104-0136,사용성,만족,4
RVD-220118-0058847,ANAL-211104-0129,사용성,만족,4
RVD-220118-0058846,ANAL-211104-0129,제품상태,바람,4
RVD-220118-0058845,ANAL-211104-0129,사용성,중립,3
RVD-220118-0058844,ANAL-211104-0136,사용성,중립,3
RVD-220118-0058843,ANAL-211104-0129,사용성,바람,4
RVD-220118-0058842,ANAL-211104-0136,사용성,행복,5
RVD-220118-0058841,ANAL-211104-0129,사용성,행복,5
RVD-220118-0058839,ANAL-211104-0053,사용성,중립,3
RVD-220118-0058838,ANAL-211104-0053,디자인,만족,4
RVD-220118-0058837,ANAL-211104-0053,사용성,중립,3
RVD-220118-0058824,ANAL-211104-0152,사용성,만족,4
RVD-220118-0058823,ALL,사용성,행복,5
RVD-220118-0058822,ANAL-211104-0052,사용성,행복,5
RVD-220118-0058821,ANAL-211104-0050,사용성,만족,4
RVD-220118-0058820,ALL,사용성,만족,4
RVD-220118-0058819,ANAL-211104-0055,사용성,만족,4
RVD-220118-0058818,ANAL-211104-0050,사용성,만족,4
RVD-220118-0058817,ANAL-211104-0049,사용성,만족,4
RVD-220118-0058816,ALL,디자인,만족,4
RVD-220118-0058815,ALL,사용성,만족,4
RVD-220118-0058814,ANAL-211104-0050,사용성,만족,4
RVD-220118-0058813,ANAL-211104-0055,사용성,만족,4
RVD-220118-0058812,ANAL-211104-0049,사용성,싫음,1
RVD-220118-0058811,ANAL-211104-0055,사용성,싫음,1
RVD-220118-0058810,ANAL-211104-0056,사용성,중립,3
RVD-220118-0058809,ANAL-211104-0052,사용성,만족,4
RVD-220118-0058808,ANAL-211104-0050,사용성,중립,3
RVD-220118-0058807,ANAL-211104-0050,사용성,만족,4
RVD-220118-0058806,ANAL-211104-0050,사용성,기쁨,5
RVD-220118-0058805,ANAL-211104-0049,사용성,고마움,4
RVD-220118-0058804,ANAL-211104-0050,사용성,중립,3
RVD-220118-0058803,ANAL-211104-0143,사용성,중립,3
RVD-220118-0058802,ANAL-211104-0109,사용성,중립,3
RVD-220118-0058801,ANAL-211104-0110,사용성,만족,4
RVD-220118-0058778,ANAL-211104-0089,사용성,괴로움,2
RVD-220118-0058777,ANAL-211104-0051,사용성,만족,4
RVD-220118-0058754,ANAL-211104-0047,사용성,중립,3
RVD-220118-0035641,ANAL-211104-0203,사용성,만족,4
RVD-220118-0035639,ANAL-211104-0202,사용성,만족,4
RVD-220118-0035638,ANAL-211104-0170,사용성,만족,4
RVD-220118-0035633,ANAL-211104-0226,디자인,싫음,1
RVD-220118-0035562,ANAL-211104-0185,사용성,슬픔,2
RVD-220118-0035561,ANAL-211104-0185,사용성,중립,3
RVD-220118-0035560,ANAL-211104-0171,사용성,바람,4
RVD-220118-0035559,ANAL-211104-0171,사용성,중립,3
RVD-220118-0035558,ANAL-211104-0160,가격,중립,3
RVD-220118-0035557,ANAL-211104-0159,사용성,만족,4
RVD-220118-0035556,ANAL-211104-0159,사용성,감동,4
RVD-220118-0035555,ANAL-211104-0159,사용성,중립,3
RVD-220118-0026440,ANAL-211104-0275,사용성,만족,4
RVD-220118-0026439,ANAL-211104-0275,사용성,만족,4
RVD-220118-0026438,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026437,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026436,ANAL-211104-0066,사용성,슬픔,2
RVD-220118-0026435,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026434,ANAL-211104-0066,사용성,바람,4
RVD-220118-0026433,ANAL-211104-0066,사용성,싫음,1
RVD-220118-0026432,ANAL-211104-0066,사용성,행복,5
RVD-220118-0026431,ANAL-211104-0066,사용성,안타까움,2
RVD-220118-0026430,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026429,ANAL-211104-0066,사용성,놀람,4
RVD-220118-0026428,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026427,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026426,ANAL-211104-0066,제품상태,만족,4
RVD-220118-0026425,ANAL-211104-0066,사용성,짜증남,1
RVD-220118-0026424,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026423,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026422,ANAL-211104-0066,사용성,만족,4
RVD-220118-0026421,ANAL-211104-0311,사용성,중립,3
RVD-220118-0026419,ANAL-211104-0087,사용성,즐거움,5
RVD-220118-0026418,ANAL-211104-0087,사용성,만족,4
RVD-220118-0026417,ANAL-211104-0087,재질,만족,4
RVD-220118-0026416,ANAL-211104-0087,사용성,만족,4
RVD-220118-0026415,ANAL-211104-0087,가격,감동,4
RVD-220118-0026414,ANAL-211104-0087,사용성,만족,4
RVD-220118-0026413,ANAL-211104-0258,사용성,즐거움,5
RVD-220118-0026412,ANAL-211104-0258,사용성,놀람,4
RVD-220118-0026411,ANAL-211104-0258,사용성,후회,1
RVD-220118-0026410,ANAL-211104-0258,사용성,행복,5
RVD-220118-0026409,ANAL-211104-0258,사용성,만족,4
RVD-220118-0026404,ANAL-211104-0154,사용성,설렘,4
RVD-220118-0026403,ANAL-211104-0154,사용성,싫음,1
RVD-220118-0026402,ANAL-211104-0154,사용성,만족,4
RVD-220118-0026401,ANAL-211104-0154,사이즈,기쁨,5
RVD-220118-0026400,ANAL-211104-0154,사용성,만족,4
RVD-220118-0026399,ANAL-211104-0154,사용성,분노,1
RVD-220118-0026398,ANAL-211104-0154,사용성,행복,5
RVD-220118-0026397,ANAL-211104-0154,사용성,행복,5
RVD-220118-0026396,ANAL-211104-0081,사용성,행복,5
RVD-220118-0026395,ANAL-211104-0082,사용성,싫음,1
RVD-220118-0026394,ANAL-211104-0082,디자인,중립,3
RVD-220118-0026393,ANAL-211104-0082,사용성,만족,4
RVD-220118-0026392,ANAL-211104-0069,사용성,만족,4
RVD-220118-0026391,ANAL-211104-0067,사용성,중립,3
RVD-220118-0026390,ANAL-211104-0073,사용성,당황,2
RVD-220118-0026389,ANAL-211104-0073,사용성,중립,3
RVD-220118-0026388,ANAL-211104-0140,사용성,고마움,4
RVD-220118-0026387,ANAL-211104-0127,사용성,고마움,4
RVD-220118-0026386,ANAL-211104-0127,사용성,중립,3
RVD-220118-0026385,ANAL-211104-0127,사용성,싫음,1
RVD-220118-0026384,ANAL-211104-0127,사용성,불안,2
RVD-220118-0026383,ANAL-211104-0127,사용성,바람,4
RVD-220118-0026382,ANAL-211104-0127,사용성,중립,3
RVD-220118-0026381,ANAL-211104-0127,사용성,만족,4
RVD-220118-0026380,ANAL-211104-0127,사용성,만족,4
RVD-220118-0026379,ANAL-211104-0127,사용성,중립,3
RVD-220118-0026378,ANAL-211104-0127,재질,싫음,1
RVD-220118-0026377,ANAL-211104-0127,사용성,괴로움,2
RVD-220118-0026376,ANAL-211104-0235,디자인,슬픔,2
RVD-220118-0026375,ANAL-211104-0235,디자인,중립,3
RVD-220118-0026374,ANAL-211104-0153,사용성,안타까움,2
RVD-220118-0026373,ANAL-211104-0153,사용성,싫음,1
RVD-220118-0026372,ANAL-211104-0153,사용성,만족,4
RVD-220118-0026371,ANAL-211104-0153,사용성,중립,3
RVD-220118-0026370,ANAL-211104-0153,사용성,중립,3
RVD-220118-0026369,ANAL-211104-0153,사용성,중립,3
RVD-220118-0026368,ANAL-211104-0153,사용성,행복,5
RVD-220118-0026367,ANAL-211104-0072,가격,중립,3
RVD-220118-0026366,ANAL-211104-0072,사용성,중립,3
RVD-220118-0026365,ANAL-211104-0072,사용성,바람,4
RVD-220118-0026364,ANAL-211104-0072,가격,안타까움,2
RVD-220118-0026363,ANAL-211104-0072,사용성,분노,1
RVD-220118-0026362,ANAL-211104-0072,사용성,만족,4
RVD-220118-0026361,ANAL-211104-0072,사용성,두려움,1
RVD-220118-0026360,ANAL-211104-0072,사용성,만족,4
RVD-220118-0026359,ANAL-211104-0072,제품상태,만족,4
RVD-220118-0026358,ANAL-211104-0072,사용성,만족,4
RVD-220118-0026357,ANAL-211104-0072,사용성,감동,4
RVD-220118-0026356,ANAL-211104-0072,제품상태,만족,4
RVD-220118-0026355,ANAL-211104-0072,사용성,중립,3
RVD-220118-0026354,ANAL-211104-0072,사용성,만족,4
RVD-220118-0026353,ANAL-211104-0072,사용성,만족,4
RVD-220118-0026352,ANAL-211104-0147,디자인,중립,3
RVD-220118-0026351,ANAL-211104-0151,디자인,만족,4
RVD-220118-0026350,ANAL-211104-0151,디자인,슬픔,2
RVD-220118-0026349,ALL,디자인,만족,4
RVD-220118-0026348,ANAL-211104-0151,사용성,만족,4
RVD-220118-0026347,ANAL-211104-0151,디자인,중립,3
RVD-220118-0026346,ANAL-211104-0151,디자인,중립,3
RVD-220118-0026345,ANAL-211104-0151,디자인,바람,4
RVD-220118-0026344,ALL,사용성,고마움,4
RVD-220118-0026343,ANAL-211104-0142,사용성,행복,5
RVD-220118-0026342,ANAL-211104-0130,사용성,만족,4
RVD-220118-0026341,ANAL-211104-0130,사용성,만족,4
RVD-220118-0026340,ANAL-211104-0130,디자인,기쁨,5
RVD-220118-0026337,ANAL-211104-0146,사용성,만족,4
RVD-220118-0026336,ANAL-211104-0146,사용성,만족,4
RVD-220118-0026335,ANAL-211104-0146,사용성,즐거움,5
RVD-220118-0026334,ANAL-211104-0146,사용성,중립,3
RVD-220118-0026333,ANAL-211104-0146,사용성,중립,3
RVD-220118-0026332,ANAL-211104-0146,사용성,설렘,4
RVD-220118-0026331,ANAL-211104-0146,사용성,싫음,1
RVD-220118-0026330,ANAL-211104-0146,사용성,만족,4
RVD-220118-0026329,ANAL-211104-0146,사용성,만족,4
RVD-220118-0026328,ANAL-211104-0285,사용성,만족,4
RVD-220118-0026327,ANAL-211104-0285,사용성,만족,4
RVD-220118-0026326,ANAL-211104-0285,사용성,중립,3
RVD-220118-0026325,ANAL-211104-0285,사용성,바람,4
RVD-220118-0026324,ANAL-211104-0285,가격,만족,4
RVD-220118-0026323,ANAL-211104-0285,사용성,만족,4
RVD-220118-0026322,ANAL-211104-0309,사용성,만족,4
RVD-220118-0026321,ANAL-211104-0309,사용성,당황,2
RVD-220118-0026320,ANAL-211104-0065,제품상태,만족,4
RVD-220118-0026319,ANAL-211104-0043,사용성,안타까움,2
RVD-220118-0026317,ANAL-211104-0128,사용성,중립,3
RVD-220118-0026316,ANAL-211104-0256,사용성,미안함,2
RVD-220118-0026315,ANAL-211104-0236,사용성,자신감,5
RVD-220118-0026314,ANAL-211104-0236,사용성,만족,4
RVD-220118-0026313,ANAL-211104-0138,사용성,만족,4
RVD-220118-0026312,ANAL-211104-0138,사용성,만족,4
RVD-220118-0026311,ANAL-211104-0138,사용성,중립,3
RVD-220118-0026310,ANAL-211104-0155,사용성,만족,4
RVD-220118-0026309,ANAL-211104-0155,사용성,중립,3
RVD-220118-0026308,ANAL-211104-0155,사용성,만족,4
RVD-220118-0026307,ANAL-211104-0155,사용성,중립,3
RVD-220118-0026306,ANAL-211104-0155,사용성,만족,4
RVD-220118-0026305,ANAL-211104-0155,사용성,행복,5
RVD-220118-0026304,ANAL-211104-0155,사용성,중립,3
RVD-220118-0026303,ANAL-211104-0155,사용성,만족,4
RVD-220118-0026302,ANAL-211104-0155,사용성,중립,3
RVD-220118-0026301,ANAL-211104-0155,사용성,중립,3
RVD-220118-0026300,ANAL-211104-0155,사용성,괴로움,2
RVD-220118-0026299,ANAL-211104-0155,사이즈,중립,3
RVD-220118-0026286,ANAL-211104-0116,사용성,불안,2
RVD-220118-0026285,ANAL-211104-0115,사용성,중립,3
RVD-220118-0026284,ANAL-211104-0115,사용성,바람,4
RVD-220118-0026283,ANAL-211104-0126,디자인,만족,4
RVD-220118-0026282,ANAL-211104-0126,사용성,고마움,4
RVD-220118-0026281,ANAL-211104-0126,디자인,중립,3
RVD-220118-0026280,ANAL-211104-0126,사용성,싫음,1
RVD-220118-0026279,ANAL-211104-0126,사용성,행복,5
RVD-220118-0026278,ANAL-211104-0028,사용성,만족,4
RVD-220118-0026260,ANAL-211104-0112,사용성,만족,4
RVD-220118-0026259,ANAL-211104-0112,사용성,당황,2
RVD-220118-0026258,ANAL-211104-0112,사용성,만족,4
RVD-220118-0026231,ANAL-211104-0269,가격,만족,4
RVD-220118-0026230,ANAL-211104-0269,사용성,행복,5
RVD-220118-0026229,ANAL-211104-0269,사용성,중립,3
RVD-220118-0026228,ANAL-211104-0269,사용성,만족,4
RVD-220118-0026227,ANAL-211104-0269,사용성,만족,4
RVD-220118-0026226,ANAL-211104-0269,사용성,만족,4
RVD-220118-0026225,ANAL-211104-0129,사용성,바람,4
RVD-220118-0026224,ANAL-211104-0136,사용성,바람,4
RVD-220118-0026223,ANAL-211104-0136,사용성,만족,4
RVD-220118-0026222,ANAL-211104-0136,사용성,짜증남,1
RVD-220118-0026221,ANAL-211104-0129,제품상태,짜증남,1
RVD-220118-0026220,ANAL-211104-0136,사용성,만족,4
RVD-220118-0026219,ANAL-211104-0129,사용성,중립,3
RVD-220118-0026218,ANAL-211104-0129,가격,만족,4
RVD-220118-0026217,ANAL-211104-0136,사용성,만족,4
RVD-220118-0026216,ANAL-211104-0129,사용성,중립,3
RVD-220118-0026215,ANAL-211104-0129,사용성,만족,4
RVD-220118-0026214,ALL,사용성,중립,3
RVD-220118-0026213,ANAL-211104-0136,사용성,중립,3
RVD-220118-0026212,ANAL-211104-0129,사용성,중립,3
RVD-220118-0026211,ANAL-211104-0136,사용성,안타까움,2
RVD-220118-0026210,ANAL-211104-0136,사용성,행복,5
RVD-220118-0026209,ANAL-211104-0136,사용성,만족,4
RVD-220118-0026208,ANAL-211104-0129,사용성,자신감,5
RVD-220118-0026207,ANAL-211104-0136,디자인,만족,4
RVD-220118-0026206,ANAL-211104-0136,사용성,중립,3
RVD-220118-0026205,ANAL-211104-0053,사용성,만족,4
RVD-220118-0026204,ANAL-211104-0053,사용성,만족,4
RVD-220118-0026203,ANAL-211104-0053,사용성,만족,4
RVD-220118-0026202,ANAL-211104-0053,사용성,중립,3
RVD-220118-0026201,ANAL-211104-0053,사용성,만족,4
RVD-220118-0026200,ANAL-211104-0053,사용성,만족,4
RVD-220118-0026172,ANAL-211104-0137,사용성,만족,4
RVD-220118-0026151,ANAL-211104-0152,사용성,즐거움,5
RVD-220118-0026150,ANAL-211104-0152,사용성,중립,3
RVD-220118-0026149,ANAL-211104-0152,사용성,실망,1
RVD-220118-0026148,ANAL-211104-0152,사용성,만족,4
RVD-220118-0026147,ANAL-211104-0152,사용성,즐거움,5
RVD-220118-0026146,ALL,사용성,만족,4
RVD-220118-0026143,ALL,사용성,만족,4
RVD-220118-0026142,ALL,사용성,괴로움,2
RVD-220118-0026141,ALL,사용성,괴로움,2
RVD-220118-0026140,ANAL-211104-0011,사용성,만족,4
RVD-220118-0026139,ALL,사용성,만족,4
RVD-220118-0026138,ANAL-211104-0052,사용성,만족,4
RVD-220118-0026137,ANAL-211104-0010,가격,만족,4
RVD-220118-0026136,ALL,사용성,중립,3
RVD-220118-0026135,ANAL-211104-0049,사용성,중립,3
RVD-220118-0026134,ANAL-211104-0048,사용성,슬픔,2
RVD-220118-0026133,ALL,사용성,만족,4
RVD-220118-0026132,ANAL-211104-0054,사용성,만족,4
RVD-220118-0026131,ANAL-211104-0049,사용성,슬픔,2
RVD-220118-0026130,ANAL-211104-0050,사용성,불안,2
RVD-220118-0026129,ANAL-211104-0052,사용성,바람,4
RVD-220118-0026128,ANAL-211104-0050,가격,만족,4
RVD-220118-0026127,ANAL-211104-0050,사용성,만족,4
RVD-220118-0026126,ANAL-211104-0049,사용성,고마움,4
RVD-220118-0026125,ALL,사용성,만족,4
RVD-220118-0026124,ALL,사용성,불안,2
RVD-220118-0026123,ANAL-211104-0143,사용성,중립,3
RVD-220118-0026121,ANAL-211104-0109,가격,만족,4
RVD-220118-0026120,ANAL-211104-0109,사용성,중립,3
RVD-220118-0026119,ANAL-211104-0109,사용성,중립,3
RVD-220118-0026118,ANAL-211104-0109,사용성,바람,4
RVD-220118-0026117,ANAL-211104-0109,사용성,만족,4
RVD-220118-0026116,ANAL-211104-0109,사용성,만족,4
RVD-220118-0026115,ANAL-211104-0109,사용성,놀람,4
RVD-220118-0026114,ANAL-211104-0109,사용성,바람,4
RVD-220118-0026113,ANAL-211104-0109,사용성,슬픔,2
RVD-220118-0026112,ANAL-211104-0109,가격,행복,5
RVD-220118-0026111,ANAL-211104-0109,사용성,중립,3
RVD-220118-0026110,ANAL-211104-0109,사용성,중립,3
RVD-220118-0026109,ANAL-211104-0109,사용성,만족,4
RVD-220118-0026108,ANAL-211104-0109,사용성,중립,3
RVD-220118-0026107,ANAL-211104-0109,사용성,행복,5
RVD-220118-0026106,ANAL-211104-0109,사용성,괴로움,2
RVD-220118-0026105,ANAL-211104-0109,사용성,행복,5
RVD-220118-0026104,ANAL-211104-0110,사용성,슬픔,2
RVD-220118-0026103,ANAL-211104-0110,사용성,만족,4
RVD-220118-0026102,ANAL-211104-0110,사용성,중립,3
RVD-220118-0026081,ANAL-211104-0259,사용성,만족,4
RVD-220118-0026080,ANAL-211104-0259,사용성,만족,4
RVD-220118-0026079,ANAL-211104-0259,사용성,만족,4
RVD-220118-0026078,ANAL-211104-0259,사용성,만족,4
RVD-220118-0026077,ANAL-211104-0259,사용성,만족,4
RVD-220118-0026075,ANAL-211104-0085,사용성,중립,3
RVD-220118-0026054,ANAL-211104-0026,사용성,바람,4
RVD-220118-0026053,ANAL-211104-0265,가격,만족,4
RVD-220118-0026052,ANAL-211104-0265,사용성,중립,3
RVD-220118-0026051,ANAL-211104-0074,사용성,만족,4
RVD-220118-0026050,ANAL-211104-0047,사용성,중립,3
RVD-220118-0026049,ANAL-211104-0047,사용성,행복,5
RVD-220118-0026048,ANAL-211104-0047,사용성,바람,4
RVD-220118-0008324,ANAL-211104-0036,사이즈,중립,3
RVD-220118-0007618,ANAL-211104-0147,사용성,괴로움,2
RVD-220118-0006252,ANAL-211104-0305,사용성,슬픔,2
RVD-220118-0004588,ANAL-211104-0282,제품상태,짜증남,1
RVD-220118-0004203,ANAL-211104-0229,사용성,싫음,1
RVD-220118-0003088,ANAL-211104-0136,디자인,만족,4
RVD-220118-0003087,ANAL-211104-0136,사용성,만족,4
RVD-220118-0002101,ANAL-211104-0057,디자인,바람,4
RVD-220118-0002100,ANAL-211104-0055,가격,자신감,5
RVD-220118-0001101,ANAL-211104-0050,디자인,안타까움,2
RVD-220117-0010048,ANAL-211104-0047,사용성,안타까움,2
RVD-220117-0010047,ANAL-211104-0146,사용성,바람,4
RVD-220117-0009326,ANAL-211104-0053,디자인,만족,4
RVD-220117-0004468,ANAL-211104-0048,사용성,만족,4
RVD-220117-0003519,ANAL-211104-0136,사용성,불안,2
RVD-220117-0002173,ANAL-211104-0155,사용성,안타까움,2
RVD-220117-0002159,ANAL-211104-0057,사용성,고마움,4
RVD-220117-0001637,ANAL-211104-0050,사용성,만족,4
RVD-220117-0001603,ANAL-211104-0011,디자인,슬픔,2
RVD-220117-0000847,ANAL-211104-0065,사용성,중립,3
RVD-220116-0007258,ANAL-211104-0064,사용성,행복,5
RVD-220116-0006108,ANAL-211104-0040,사용성,만족,4
RVD-220116-0003588,ANAL-211104-0057,재질,불안,2
RVD-220116-0003534,ANAL-211104-0148,디자인,즐거움,5
RVD-220116-0001983,ANAL-211104-0083,사이즈,중립,3
RVD-220116-0000265,ANAL-211104-0283,제품상태,안타까움,2
RVD-220116-0000230,ANAL-211104-0109,가격,중립,3
RVD-220116-0000229,ANAL-211104-0109,사용성,만족,4
RVD-220116-0000228,ANAL-211104-0109,사용성,바람,4
RVD-220115-0008521,ANAL-211104-0301,사용성,미안함,2
RVD-220115-0008518,ANAL-211104-0049,사용성,중립,3
RVD-220115-0007927,ANAL-211104-0053,사용성,짜증남,1
RVD-220115-0006430,ANAL-211104-0137,재질,중립,3
RVD-220115-0005509,ANAL-211104-0276,디자인,행복,5
RVD-220115-0001157,ANAL-211104-0023,사용성,중립,3
RVD-220115-0000514,ANAL-211104-0155,재질,중립,3
RVD-220115-0000001,ANAL-211104-0042,사이즈,슬픔,2
RVD-220114-0030578,ANAL-211104-0225,사용성,중립,3
RVD-220114-0030573,ANAL-211104-0226,디자인,바람,4
RVD-220114-0030572,ANAL-211104-0226,사용성,중립,3
RVD-220114-0030571,ANAL-211104-0226,사용성,괴로움,2
RVD-220114-0030559,ANAL-211104-0193,재질,자신감,5
RVD-220114-0030530,ANAL-211104-0159,사용성,중립,3
RVD-220114-0030529,ANAL-211104-0159,사용성,행복,5
RVD-220114-0030528,ANAL-211104-0159,사용성,만족,4
RVD-220114-0030527,ANAL-211104-0159,사용성,중립,3
RVD-220114-0030526,ANAL-211104-0159,사용성,만족,4
RVD-220114-0030525,ANAL-211104-0159,제품상태,만족,4
RVD-220114-0030524,ANAL-211104-0159,사용성,만족,4
RVD-220114-0030523,ANAL-211104-0159,사용성,중립,3
RVD-220114-0030522,ANAL-211104-0187,사용성,행복,5
RVD-220114-0025443,ANAL-211104-0275,가격,만족,4
RVD-220114-0025442,ANAL-211104-0066,사용성,안타까움,2
RVD-220114-0025441,ANAL-211104-0066,사용성,중립,3
RVD-220114-0025440,ANAL-211104-0066,사용성,싫음,1
RVD-220114-0025439,ANAL-211104-0066,사용성,만족,4
RVD-220114-0025438,ANAL-211104-0066,사용성,중립,3
RVD-220114-0025437,ANAL-211104-0087,사용성,설렘,4
RVD-220114-0025436,ANAL-211104-0087,사용성,중립,3
RVD-220114-0025435,ANAL-211104-0087,사용성,만족,4
RVD-220114-0025434,ANAL-211104-0087,사용성,중립,3
RVD-220114-0025433,ANAL-211104-0087,사용성,중립,3
RVD-220114-0025430,ANAL-211104-0154,사용성,중립,3
RVD-220114-0025429,ANAL-211104-0154,디자인,만족,4
RVD-220114-0025428,ANAL-211104-0154,사용성,설렘,4
RVD-220114-0025427,ANAL-211104-0154,사용성,만족,4
RVD-220114-0025426,ANAL-211104-0154,사용성,행복,5
RVD-220114-0025425,ANAL-211104-0154,디자인,만족,4
RVD-220114-0025424,ANAL-211104-0154,사용성,만족,4
RVD-220114-0025423,ANAL-211104-0154,사용성,만족,4
RVD-220114-0025420,ANAL-211104-0081,사용성,설렘,4
RVD-220114-0025419,ANAL-211104-0081,사용성,중립,3
RVD-220114-0025418,ANAL-211104-0081,사용성,행복,5
RVD-220114-0025417,ANAL-211104-0081,사용성,만족,4
RVD-220114-0025416,ANAL-211104-0082,사용성,중립,3
RVD-220114-0025415,ANAL-211104-0082,사용성,중립,3
RVD-220114-0025414,ANAL-211104-0082,사용성,바람,4
RVD-220114-0025413,ANAL-211104-0082,사용성,고마움,4
RVD-220114-0025412,ANAL-211104-0082,사용성,만족,4
RVD-220114-0025411,ANAL-211104-0073,가격,즐거움,5
RVD-220114-0025410,ANAL-211104-0073,제품상태,만족,4
RVD-220114-0025408,ANAL-211104-0127,사용성,바람,4
RVD-220114-0025406,ANAL-211104-0153,사용성,중립,3
RVD-220114-0025405,ANAL-211104-0153,디자인,행복,5
RVD-220114-0025404,ANAL-211104-0153,디자인,만족,4
RVD-220114-0025403,ANAL-211104-0072,사이즈,만족,4
RVD-220114-0025402,ANAL-211104-0072,사용성,슬픔,2
RVD-220114-0025401,ANAL-211104-0151,사이즈,만족,4
RVD-220114-0025400,ANAL-211104-0151,디자인,만족,4
RVD-220114-0025399,ANAL-211104-0151,사용성,중립,3
RVD-220114-0025398,ANAL-211104-0151,디자인,바람,4
RVD-220114-0025397,ANAL-211104-0151,사용성,행복,5
RVD-220114-0025396,ANAL-211104-0146,사용성,행복,5
RVD-220114-0025395,ANAL-211104-0146,사용성,즐거움,5
RVD-220114-0025394,ANAL-211104-0146,재질,설렘,4
RVD-220114-0025393,ANAL-211104-0146,재질,자신감,5
RVD-220114-0025392,ANAL-211104-0285,제품상태,행복,5
RVD-220114-0025391,ANAL-211104-0285,가격,중립,3
RVD-220114-0025390,ANAL-211104-0285,가격,실망,1
RVD-220114-0025389,ANAL-211104-0285,사용성,행복,5
RVD-220114-0025388,ANAL-211104-0121,사용성,만족,4
RVD-220114-0025386,ANAL-211104-0272,사용성,중립,3
RVD-220114-0025385,ANAL-211104-0272,사용성,만족,4
RVD-220114-0025384,ANAL-211104-0043,사용성,안타까움,2
RVD-220114-0025383,ANAL-211104-0128,사용성,기쁨,5
RVD-220114-0025382,ANAL-211104-0128,사용성,중립,3
RVD-220114-0025381,ANAL-211104-0155,사용성,중립,3
RVD-220114-0025380,ANAL-211104-0155,사용성,만족,4
RVD-220114-0025379,ANAL-211104-0155,사용성,만족,4
RVD-220114-0025378,ANAL-211104-0155,사용성,만족,4
RVD-220114-0025365,ANAL-211104-0126,사용성,중립,3
RVD-220114-0025364,ANAL-211104-0126,사용성,만족,4
RVD-220114-0025363,ANAL-211104-0126,사용성,행복,5
