REVIEW_DOC_NO,ANAL_CODE,CLASSIFY,EMPATHY,EMPATHY_SCORE
RVD-220111-0047769,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047768,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047767,ANAL-211104-0072,제품상태,슬픔,2
RVD-220111-0047766,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047765,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047764,ANAL-211104-0072,사용성,바람,4
RVD-220111-0047763,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047762,ANAL-211104-0072,사용성,중립,3
RVD-220111-0047761,ANAL-211104-0072,재질,중립,3
RVD-220111-0047760,ANAL-211104-0072,사용성,만족,4
RVD-220111-0047759,ALL,사용성,만족,4
RVD-220111-0047758,ANAL-211104-0151,디자인,안타까움,2
RVD-220111-0047757,ALL,사이즈,만족,4
RVD-220111-0047756,ANAL-211104-0151,디자인,중립,3
RVD-220111-0047755,ANAL-211104-0147,사용성,만족,4
RVD-220111-0047754,ALL,디자인,만족,4
RVD-220111-0047753,ANAL-211104-0151,디자인,만족,4
RVD-220111-0047752,ANAL-211104-0151,사용성,만족,4
RVD-220111-0047751,ANAL-211104-0151,사이즈,만족,4
RVD-220111-0047750,ANAL-211104-0151,사용성,만족,4
RVD-220111-0047749,ANAL-211104-0151,사이즈,만족,4
RVD-220111-0047748,ALL,사용성,행복,5
RVD-220111-0047747,ANAL-211104-0151,사용성,안타까움,2
RVD-220111-0047746,ALL,디자인,만족,4
RVD-220111-0047745,ANAL-211104-0147,사용성,중립,3
RVD-220111-0047744,ANAL-211104-0148,사용성,만족,4
RVD-220111-0047743,ANAL-211104-0142,디자인,불안,2
RVD-220111-0047741,ANAL-211104-0130,사용성,당황,2
RVD-220111-0047740,ANAL-211104-0130,사용성,바람,4
RVD-220111-0047739,ANAL-211104-0146,사용성,행복,5
RVD-220111-0047738,ANAL-211104-0146,사용성,행복,5
RVD-220111-0047737,ANAL-211104-0285,사용성,만족,4
RVD-220111-0047736,ANAL-211104-0285,가격,행복,5
RVD-220111-0047735,ANAL-211104-0285,사용성,만족,4
RVD-220111-0047734,ANAL-211104-0285,사용성,중립,3
RVD-220111-0047733,ANAL-211104-0285,사용성,중립,3
RVD-220111-0047732,ANAL-211104-0285,사용성,만족,4
RVD-220111-0047731,ANAL-211104-0285,가격,만족,4
RVD-220111-0047730,ANAL-211104-0285,디자인,안타까움,2
RVD-220111-0047729,ANAL-211104-0285,사용성,만족,4
RVD-220111-0047728,ANAL-211104-0285,사용성,사랑,4
RVD-220111-0047727,ANAL-211104-0121,사용성,바람,4
RVD-220111-0047726,ANAL-211104-0284,디자인,중립,3
RVD-220111-0047725,ANAL-211104-0284,사용성,만족,4
RVD-220111-0047724,ANAL-211104-0284,디자인,중립,3
RVD-220111-0047723,ANAL-211104-0284,가격,중립,3
RVD-220111-0047722,ANAL-211104-0284,디자인,만족,4
RVD-220111-0047721,ANAL-211104-0284,사용성,중립,3
RVD-220111-0047720,ANAL-211104-0284,사용성,중립,3
RVD-220111-0047719,ANAL-211104-0284,디자인,감동,4
RVD-220111-0047718,ANAL-211104-0284,사용성,중립,3
RVD-220111-0047717,ANAL-211104-0065,사용성,만족,4
RVD-220111-0047716,ANAL-211104-0043,사용성,만족,4
RVD-220111-0047715,ANAL-211104-0043,사용성,중립,3
RVD-220111-0047714,ANAL-211104-0043,사용성,만족,4
RVD-220111-0047713,ANAL-211104-0128,사용성,만족,4
RVD-220111-0047711,ANAL-211104-0128,사용성,만족,4
RVD-220111-0047710,ANAL-211104-0128,사용성,중립,3
RVD-220111-0047709,ANAL-211104-0128,사용성,중립,3
RVD-220111-0047708,ANAL-211104-0128,가격,짜증남,1
RVD-220111-0047707,ANAL-211104-0256,가격,분노,1
RVD-220111-0047706,ANAL-211104-0256,사용성,짜증남,1
RVD-220111-0047705,ANAL-211104-0256,사용성,중립,3
RVD-220111-0047704,ANAL-211104-0236,제품상태,싫음,1
RVD-220111-0047703,ANAL-211104-0138,사용성,고마움,4
RVD-220111-0047702,ANAL-211104-0138,사용성,만족,4
RVD-220111-0047701,ANAL-211104-0138,사용성,만족,4
RVD-220111-0047700,ANAL-211104-0138,사용성,바람,4
RVD-220111-0047699,ANAL-211104-0138,제품상태,중립,3
RVD-220111-0047698,ANAL-211104-0138,사용성,안타까움,2
RVD-220111-0047697,ANAL-211104-0138,사용성,만족,4
RVD-220111-0047684,ANAL-211104-0116,사용성,행복,5
RVD-220111-0047683,ANAL-211104-0116,사용성,즐거움,5
RVD-220111-0047682,ANAL-211104-0126,사용성,만족,4
RVD-220111-0047681,ANAL-211104-0126,사용성,중립,3
RVD-220111-0047680,ANAL-211104-0126,사용성,고마움,4
RVD-220111-0047679,ANAL-211104-0126,사용성,감동,4
RVD-220111-0047678,ANAL-211104-0126,사용성,만족,4
RVD-220111-0047677,ANAL-211104-0126,사용성,부러움,2
RVD-220111-0047659,ANAL-211104-0112,사용성,행복,5
RVD-220111-0047658,ANAL-211104-0112,사용성,기쁨,5
RVD-220111-0047643,ANAL-211104-0088,가격,만족,4
RVD-220111-0047628,ANAL-211104-0270,사용성,바람,4
RVD-220111-0047627,ANAL-211104-0270,사용성,중립,3
RVD-220111-0047626,ANAL-211104-0001,사용성,슬픔,2
RVD-220111-0047625,ANAL-211104-0001,사이즈,만족,4
RVD-220111-0047624,ANAL-211104-0129,사용성,중립,3
RVD-220111-0047623,ANAL-211104-0136,사용성,만족,4
RVD-220111-0047622,ANAL-211104-0136,사용성,중립,3
RVD-220111-0047621,ANAL-211104-0136,사용성,불안,2
RVD-220111-0047620,ANAL-211104-0136,사용성,중립,3
RVD-220111-0047619,ANAL-211104-0136,재질,중립,3
RVD-220111-0047618,ANAL-211104-0136,사용성,중립,3
RVD-220111-0047617,ANAL-211104-0136,사용성,중립,3
RVD-220111-0047616,ANAL-211104-0129,사용성,만족,4
RVD-220111-0047615,ANAL-211104-0136,사용성,만족,4
RVD-220111-0047614,ANAL-211104-0136,사용성,만족,4
RVD-220111-0047613,ANAL-211104-0129,사용성,만족,4
RVD-220111-0047612,ANAL-211104-0129,사용성,자신감,5
RVD-220111-0047611,ANAL-211104-0136,사용성,만족,4
RVD-220111-0047610,ANAL-211104-0136,사용성,안타까움,2
RVD-220111-0047609,ANAL-211104-0129,사용성,자신감,5
RVD-220111-0047608,ANAL-211104-0136,사용성,괴로움,2
RVD-220111-0047607,ANAL-211104-0136,사용성,만족,4
RVD-220111-0047606,ANAL-211104-0129,사용성,바람,4
RVD-220111-0047605,ANAL-211104-0136,사용성,바람,4
RVD-220111-0047577,ANAL-211104-0137,사용성,행복,5
RVD-220111-0047556,ANAL-211104-0152,사용성,실망,1
RVD-220111-0047555,ANAL-211104-0152,사용성,중립,3
RVD-220111-0047554,ANAL-211104-0152,디자인,만족,4
RVD-220111-0047553,ALL,가격,만족,4
RVD-220111-0047552,ANAL-211104-0023,사용성,행복,5
RVD-220111-0047547,ALL,사용성,만족,4
RVD-220111-0047545,ALL,사용성,만족,4
RVD-220111-0047544,ANAL-211104-0049,제품상태,싫음,1
RVD-220111-0047543,ANAL-211104-0050,사용성,만족,4
RVD-220111-0047542,ANAL-211104-0049,사용성,만족,4
RVD-220111-0047541,ANAL-211104-0048,사용성,바람,4
RVD-220111-0047540,ANAL-211104-0056,사용성,중립,3
RVD-220111-0047539,ALL,사용성,만족,4
RVD-220111-0047538,ANAL-211104-0048,사용성,행복,5
RVD-220111-0047537,ANAL-211104-0054,사용성,중립,3
RVD-220111-0047536,ANAL-211104-0049,사용성,만족,4
RVD-220111-0047535,ANAL-211104-0050,사이즈,만족,4
RVD-220111-0047534,ANAL-211104-0010,사용성,만족,4
RVD-220111-0047531,ANAL-211104-0010,사용성,만족,4
RVD-220111-0047530,ANAL-211104-0077,사용성,만족,4
RVD-220111-0047528,ANAL-211104-0050,사용성,만족,4
RVD-220111-0047527,ANAL-211104-0050,사용성,중립,3
RVD-220111-0047526,ANAL-211104-0050,사용성,두려움,1
RVD-220111-0047525,ANAL-211104-0143,사용성,행복,5
RVD-220111-0047523,ANAL-211104-0144,가격,짜증남,1
RVD-220111-0047522,ANAL-211104-0109,사용성,놀람,4
RVD-220111-0047521,ANAL-211104-0109,사용성,중립,3
RVD-220111-0047519,ANAL-211104-0109,가격,만족,4
RVD-220111-0047518,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047517,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047516,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047515,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047514,ANAL-211104-0109,사용성,중립,3
RVD-220111-0047512,ANAL-211104-0109,사용성,중립,3
RVD-220111-0047511,ANAL-211104-0109,사용성,불안,2
RVD-220111-0047510,ANAL-211104-0109,사용성,슬픔,2
RVD-220111-0047509,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047508,ANAL-211104-0109,사용성,중립,3
RVD-220111-0047507,ANAL-211104-0109,사용성,짜증남,1
RVD-220111-0047506,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047505,ANAL-211104-0109,사용성,만족,4
RVD-220111-0047504,ANAL-211104-0109,재질,만족,4
RVD-220111-0047503,ANAL-211104-0109,사용성,즐거움,5
RVD-220111-0047502,ANAL-211104-0110,사용성,괴로움,2
RVD-220111-0047501,ANAL-211104-0110,디자인,기쁨,5
RVD-220111-0047500,ANAL-211104-0110,사용성,만족,4
RVD-220111-0047499,ANAL-211104-0110,사용성,만족,4
RVD-220111-0047478,ANAL-211104-0259,사용성,만족,4
RVD-220111-0047477,ANAL-211104-0259,사용성,만족,4
RVD-220111-0047474,ANAL-211104-0085,사용성,중립,3
RVD-220111-0047433,ANAL-211104-0074,가격,짜증남,1
RVD-220111-0047431,ANAL-211104-0047,사용성,즐거움,5
RVD-220111-0047430,ALL,사용성,만족,4
RVD-220111-0047429,ANAL-211104-0047,가격,중립,3
RVD-220111-0047428,ALL,사용성,중립,3
RVD-220111-0015311,ANAL-211104-0036,사용성,중립,3
RVD-220111-0014359,ANAL-211104-0049,사용성,싫음,1
RVD-220111-0014358,ANAL-211104-0049,재질,짜증남,1
RVD-220111-0014352,ANAL-211104-0079,사용성,놀람,4
RVD-220111-0013699,ANAL-211104-0263,사용성,싫음,1
RVD-220111-0013662,ANAL-211104-0263,사용성,괴로움,2
RVD-220111-0013152,ANAL-211104-0053,사용성,분노,1
RVD-220111-0012361,ANAL-211104-0087,사이즈,중립,3
RVD-220111-0012354,ANAL-211104-0087,사용성,바람,4
RVD-220111-0010982,ANAL-211104-0194,사용성,만족,4
RVD-220111-0010198,ANAL-211104-0245,사용성,중립,3
RVD-220111-0010144,ANAL-211104-0064,사용성,슬픔,2
RVD-220111-0010046,ANAL-211104-0089,사용성,감동,4
RVD-220111-0010045,ANAL-211104-0089,사용성,고마움,4
RVD-220111-0010005,ANAL-211104-0091,사용성,중립,3
RVD-220111-0007431,ANAL-211104-0282,사용성,바람,4
RVD-220111-0007072,ANAL-211104-0081,사용성,설렘,4
RVD-220111-0005802,ANAL-211104-0267,사용성,만족,4
RVD-220111-0005216,ANAL-211104-0075,사용성,당황,2
RVD-220111-0004104,ANAL-211104-0136,사용성,기쁨,5
RVD-220111-0004103,ANAL-211104-0136,사용성,바람,4
RVD-220111-0003371,ANAL-211104-0143,사용성,만족,4
RVD-220111-0003216,ANAL-211104-0143,사이즈,만족,4
RVD-220111-0003135,ANAL-211104-0013,사용성,바람,4
RVD-220111-0003083,ANAL-211104-0155,사용성,안타까움,2
RVD-220111-0003082,ANAL-211104-0155,사용성,만족,4
RVD-220111-0003022,ANAL-211104-0055,사용성,즐거움,5
RVD-220111-0003021,ANAL-211104-0055,사용성,만족,4
RVD-220111-0002954,ANAL-211104-0022,사용성,만족,4
RVD-220111-0002893,ANAL-211104-0192,사용성,만족,4
RVD-220111-0002635,ANAL-211104-0188,사용성,자신감,5
RVD-220111-0002577,ANAL-211104-0159,사이즈,만족,4
RVD-220111-0002385,ANAL-211104-0264,사용성,즐거움,5
RVD-220111-0002022,ANAL-211104-0050,사용성,짜증남,1
RVD-220111-0001989,ANAL-211104-0155,사용성,행복,5
RVD-220111-0001988,ANAL-211104-0155,사용성,행복,5
RVD-220111-0001948,ANAL-211104-0233,사용성,괴로움,2
RVD-220111-0001940,ANAL-211104-0271,사용성,행복,5
RVD-220111-0001938,ANAL-211104-0272,디자인,짜증남,1
RVD-220111-0000153,ANAL-211104-0283,사용성,중립,3
RVD-220111-0000111,ANAL-211104-0109,사용성,짜증남,1
RVD-220111-0000110,ANAL-211104-0109,사용성,만족,4
RVD-220111-0000088,ANAL-211104-0036,사용성,행복,5
RVD-220111-0000046,ANAL-211104-0018,사용성,안타까움,2
RVD-220108-0022864,ANAL-211104-0226,사용성,만족,4
RVD-220108-0022863,ANAL-211104-0226,재질,행복,5
RVD-220108-0022780,ANAL-211104-0166,사용성,바람,4
RVD-220108-0022770,ANAL-211104-0159,디자인,만족,4
RVD-220108-0022769,ANAL-211104-0159,사용성,안타까움,2
RVD-220108-0014968,ANAL-211104-0275,사이즈,중립,3
RVD-220108-0014967,ANAL-211104-0066,사용성,만족,4
RVD-220108-0014966,ANAL-211104-0066,사용성,바람,4
RVD-220108-0014965,ANAL-211104-0066,사용성,중립,3
RVD-220108-0014964,ANAL-211104-0066,사용성,두려움,1
RVD-220108-0014963,ANAL-211104-0066,사용성,만족,4
RVD-220108-0014962,ANAL-211104-0066,사용성,행복,5
RVD-220108-0014961,ANAL-211104-0066,사용성,중립,3
RVD-220108-0014960,ANAL-211104-0087,사용성,만족,4
RVD-220108-0014959,ANAL-211104-0258,사용성,만족,4
RVD-220108-0014958,ANAL-211104-0258,사용성,중립,3
RVD-220108-0014957,ANAL-211104-0154,디자인,만족,4
RVD-220108-0014956,ANAL-211104-0154,사용성,행복,5
RVD-220108-0014955,ANAL-211104-0154,사용성,부러움,2
RVD-220108-0014954,ANAL-211104-0154,디자인,만족,4
RVD-220108-0014953,ANAL-211104-0154,사용성,중립,3
RVD-220108-0014952,ANAL-211104-0154,사용성,행복,5
RVD-220108-0014951,ANAL-211104-0081,사용성,바람,4
RVD-220108-0014950,ANAL-211104-0069,사용성,만족,4
RVD-220108-0014949,ANAL-211104-0067,디자인,행복,5
RVD-220108-0014948,ANAL-211104-0073,사용성,만족,4
RVD-220108-0014947,ANAL-211104-0140,사용성,짜증남,1
RVD-220108-0014946,ANAL-211104-0127,사용성,중립,3
RVD-220108-0014944,ANAL-211104-0153,사용성,중립,3
RVD-220108-0014943,ANAL-211104-0153,가격,안타까움,2
RVD-220108-0014942,ANAL-211104-0153,디자인,만족,4
RVD-220108-0014941,ANAL-211104-0153,사용성,바람,4
RVD-220108-0014940,ANAL-211104-0072,사용성,만족,4
RVD-220108-0014939,ANAL-211104-0072,가격,만족,4
RVD-220108-0014938,ANAL-211104-0072,사이즈,바람,4
RVD-220108-0014937,ANAL-211104-0151,사용성,만족,4
RVD-220108-0014936,ALL,디자인,중립,3
RVD-220108-0014935,ANAL-211104-0146,사용성,기쁨,5
RVD-220108-0014934,ANAL-211104-0285,가격,만족,4
RVD-220108-0014933,ANAL-211104-0285,디자인,만족,4
RVD-220108-0014932,ANAL-211104-0285,사용성,만족,4
RVD-220108-0014931,ANAL-211104-0285,사용성,기쁨,5
RVD-220108-0014930,ANAL-211104-0272,사용성,만족,4
RVD-220108-0014929,ANAL-211104-0284,사용성,행복,5
RVD-220108-0014928,ANAL-211104-0284,사용성,만족,4
RVD-220108-0014926,ANAL-211104-0065,사용성,싫음,1
RVD-220108-0014925,ANAL-211104-0128,사용성,만족,4
RVD-220108-0014924,ANAL-211104-0256,디자인,만족,4
RVD-220108-0014923,ANAL-211104-0256,사용성,만족,4
RVD-220108-0014922,ANAL-211104-0256,사용성,안타까움,2
RVD-220108-0014921,ANAL-211104-0138,제품상태,만족,4
RVD-220108-0014920,ANAL-211104-0138,재질,중립,3
RVD-220108-0014919,ANAL-211104-0138,사용성,중립,3
RVD-220108-0014917,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014916,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014915,ANAL-211104-0155,사용성,즐거움,5
RVD-220108-0014914,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014912,ANAL-211104-0155,사용성,바람,4
RVD-220108-0014909,ANAL-211104-0155,사용성,두려움,1
RVD-220108-0014908,ANAL-211104-0155,사이즈,중립,3
RVD-220108-0014907,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014906,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014905,ANAL-211104-0155,사용성,만족,4
RVD-220108-0014904,ANAL-211104-0155,사용성,싫음,1
RVD-220108-0014891,ANAL-211104-0115,사용성,만족,4
RVD-220108-0014890,ANAL-211104-0115,사용성,만족,4
RVD-220108-0014889,ANAL-211104-0126,디자인,만족,4
RVD-220108-0014888,ANAL-211104-0126,사용성,두려움,1
RVD-220108-0014887,ANAL-211104-0126,사용성,만족,4
RVD-220108-0014886,ANAL-211104-0126,사용성,만족,4
RVD-220108-0014885,ANAL-211104-0126,사용성,만족,4
RVD-220108-0014745,ANAL-211104-0136,사용성,불안,2
RVD-220108-0014744,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014743,ANAL-211104-0129,사용성,바람,4
RVD-220108-0014742,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014741,ANAL-211104-0136,사용성,안타까움,2
RVD-220108-0014740,ANAL-211104-0129,사용성,자신감,5
RVD-220108-0014739,ANAL-211104-0129,사이즈,행복,5
RVD-220108-0014738,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014737,ANAL-211104-0129,사용성,안타까움,2
RVD-220108-0014736,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014735,ANAL-211104-0136,사용성,싫음,1
RVD-220108-0014734,ANAL-211104-0136,사용성,즐거움,5
RVD-220108-0014733,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014732,ANAL-211104-0129,사용성,중립,3
RVD-220108-0014731,ANAL-211104-0136,사용성,중립,3
RVD-220108-0014730,ANAL-211104-0129,사용성,고마움,4
RVD-220108-0014729,ANAL-211104-0129,사용성,고마움,4
RVD-220108-0014728,ANAL-211104-0136,사용성,고마움,4
RVD-220108-0014727,ANAL-211104-0136,사용성,고마움,4
RVD-220108-0014726,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014725,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014724,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014723,ANAL-211104-0136,사용성,중립,3
RVD-220108-0014722,ANAL-211104-0129,사용성,바람,4
RVD-220108-0014717,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014715,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014707,ANAL-211104-0129,사용성,중립,3
RVD-220108-0014702,ANAL-211104-0129,사용성,고마움,4
RVD-220108-0014701,ANAL-211104-0136,사용성,중립,3
RVD-220108-0014700,ANAL-211104-0129,사용성,중립,3
RVD-220108-0014699,ANAL-211104-0136,사용성,중립,3
RVD-220108-0014698,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014696,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014694,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014693,ANAL-211104-0136,사용성,행복,5
RVD-220108-0014692,ANAL-211104-0136,사용성,싫음,1
RVD-220108-0014691,ANAL-211104-0129,사용성,싫음,1
RVD-220108-0014689,ANAL-211104-0136,사용성,중립,3
RVD-220108-0014688,ANAL-211104-0129,사용성,중립,3
RVD-220108-0014686,ANAL-211104-0136,사용성,만족,4
RVD-220108-0014685,ANAL-211104-0129,사용성,만족,4
RVD-220108-0014684,ANAL-211104-0136,디자인,놀람,4
RVD-220108-0014683,ANAL-211104-0136,사용성,고마움,4
RVD-220108-0014681,ANAL-211104-0053,사용성,만족,4
RVD-220108-0014664,ANAL-211104-0152,사용성,행복,5
RVD-220108-0014663,ANAL-211104-0152,디자인,만족,4
RVD-220108-0014662,ANAL-211104-0152,사용성,바람,4
RVD-220108-0014661,ANAL-211104-0152,사용성,만족,4
RVD-220108-0014660,ANAL-211104-0023,사용성,만족,4
RVD-220108-0014654,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014653,ANAL-211104-0054,디자인,바람,4
RVD-220108-0014652,ALL,사용성,바람,4
RVD-220108-0014650,ANAL-211104-0050,사용성,바람,4
RVD-220108-0014649,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014648,ANAL-211104-0054,사용성,만족,4
RVD-220108-0014647,ALL,사용성,만족,4
RVD-220108-0014646,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014645,ANAL-211104-0055,사용성,만족,4
RVD-220108-0014643,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014642,ANAL-211104-0055,사용성,만족,4
RVD-220108-0014640,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014639,ANAL-211104-0054,사용성,만족,4
RVD-220108-0014638,ALL,사용성,만족,4
RVD-220108-0014637,ALL,사용성,중립,3
RVD-220108-0014636,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014635,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014634,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014633,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014632,ALL,사용성,만족,4
RVD-220108-0014631,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014630,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014629,ANAL-211104-0052,사용성,감동,4
RVD-220108-0014628,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014627,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014626,ANAL-211104-0052,사용성,고마움,4
RVD-220108-0014625,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014624,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014623,ANAL-211104-0052,사용성,중립,3
RVD-220108-0014622,ALL,사용성,만족,4
RVD-220108-0014621,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014620,ANAL-211104-0055,사용성,만족,4
RVD-220108-0014619,ANAL-211104-0056,사용성,만족,4
RVD-220108-0014618,ANAL-211104-0054,사용성,만족,4
RVD-220108-0014617,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014616,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014615,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014614,ALL,사용성,중립,3
RVD-220108-0014613,ALL,사용성,중립,3
RVD-220108-0014612,ALL,사용성,만족,4
RVD-220108-0014611,ALL,사용성,만족,4
RVD-220108-0014610,ALL,사용성,만족,4
RVD-220108-0014609,ALL,사용성,바람,4
RVD-220108-0014608,ALL,사용성,바람,4
RVD-220108-0014607,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014606,ALL,사용성,불안,2
RVD-220108-0014605,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014604,ANAL-211104-0054,사용성,만족,4
RVD-220108-0014603,ANAL-211104-0048,사용성,중립,3
RVD-220108-0014602,ALL,사용성,안타까움,2
RVD-220108-0014601,ANAL-211104-0054,사용성,중립,3
RVD-220108-0014600,ANAL-211104-0049,사용성,중립,3
RVD-220108-0014599,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014598,ANAL-211104-0049,사용성,만족,4
RVD-220108-0014596,ALL,사용성,만족,4
RVD-220108-0014594,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014593,ANAL-211104-0054,사용성,만족,4
RVD-220108-0014592,ANAL-211104-0050,사용성,바람,4
RVD-220108-0014591,ANAL-211104-0048,사용성,중립,3
RVD-220108-0014590,ANAL-211104-0049,사용성,중립,3
RVD-220108-0014589,ALL,사용성,만족,4
RVD-220108-0014588,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014587,ANAL-211104-0050,사용성,중립,3
RVD-220108-0014586,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014585,ANAL-211104-0077,사용성,중립,3
RVD-220108-0014584,ALL,사용성,만족,4
RVD-220108-0014583,ANAL-211104-0052,사용성,중립,3
RVD-220108-0014582,ANAL-211104-0049,사용성,중립,3
RVD-220108-0014581,ANAL-211104-0050,사용성,행복,5
RVD-220108-0014580,ANAL-211104-0054,디자인,만족,4
RVD-220108-0014579,ANAL-211104-0049,디자인,만족,4
RVD-220108-0014578,ANAL-211104-0049,사용성,중립,3
RVD-220108-0014577,ANAL-211104-0048,사용성,만족,4
RVD-220108-0014576,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014575,ANAL-211104-0049,사용성,바람,4
RVD-220108-0014574,ANAL-211104-0050,사용성,만족,4
RVD-220108-0014572,ANAL-211104-0109,사용성,만족,4
RVD-220108-0014571,ANAL-211104-0109,사용성,만족,4
RVD-220108-0014570,ANAL-211104-0109,사용성,만족,4
RVD-220108-0014569,ANAL-211104-0109,사용성,중립,3
RVD-220108-0014568,ANAL-211104-0109,사용성,바람,4
RVD-220108-0014567,ANAL-211104-0109,사용성,놀람,4
RVD-220108-0014566,ANAL-211104-0109,사용성,행복,5
RVD-220108-0014565,ANAL-211104-0109,사용성,행복,5
RVD-220108-0014564,ANAL-211104-0109,사용성,중립,3
RVD-220108-0014563,ANAL-211104-0110,사용성,바람,4
RVD-220108-0014562,ANAL-211104-0110,사용성,바람,4
RVD-220108-0014499,ANAL-211104-0085,사용성,만족,4
RVD-220108-0014478,ANAL-211104-0265,사용성,만족,4
RVD-220108-0014477,ALL,사용성,만족,4
RVD-220108-0014476,ALL,사용성,만족,4
RVD-220108-0014475,ANAL-211104-0047,사용성,만족,4
RVD-220107-0074990,ANAL-211104-0205,사이즈,중립,3
RVD-220107-0074989,ANAL-211104-0220,사용성,중립,3
RVD-220107-0074988,ANAL-211104-0197,사용성,중립,3
RVD-220107-0074983,ANAL-211104-0226,사용성,행복,5
RVD-220107-0074982,ANAL-211104-0226,디자인,만족,4
RVD-220107-0074981,ANAL-211104-0226,사용성,자신감,5
RVD-220107-0074980,ANAL-211104-0226,사용성,바람,4
RVD-220107-0074972,ANAL-211104-0184,사용성,바람,4
RVD-220107-0074912,ANAL-211104-0214,제품상태,안타까움,2
RVD-220107-0074908,ANAL-211104-0214,제품상태,만족,4
RVD-220107-0074907,ANAL-211104-0185,디자인,실망,1
RVD-220107-0074906,ANAL-211104-0185,사용성,싫음,1
RVD-220107-0074894,ANAL-211104-0230,디자인,안타까움,2
RVD-220107-0074875,ANAL-211104-0208,사용성,중립,3
RVD-220107-0074874,ANAL-211104-0167,사용성,만족,4
RVD-220107-0074864,ANAL-211104-0159,사이즈,바람,4
RVD-220107-0074863,ANAL-211104-0159,사용성,만족,4
RVD-220107-0074862,ANAL-211104-0159,사용성,중립,3
RVD-220107-0074861,ANAL-211104-0159,사용성,자신감,5
RVD-220107-0042672,ANAL-211104-0275,사용성,만족,4
RVD-220107-0042671,ANAL-211104-0275,사용성,안타까움,2
RVD-220107-0042670,ANAL-211104-0275,디자인,만족,4
RVD-220107-0042669,ANAL-211104-0275,사용성,당황,2
RVD-220107-0042668,ANAL-211104-0275,사용성,중립,3
RVD-220107-0042667,ANAL-211104-0275,재질,만족,4
RVD-220107-0042666,ANAL-211104-0066,사용성,만족,4
RVD-220107-0042665,ANAL-211104-0066,사용성,바람,4
RVD-220107-0042664,ANAL-211104-0066,사용성,중립,3
RVD-220107-0042663,ANAL-211104-0066,사용성,설렘,4
RVD-220107-0042662,ANAL-211104-0066,사용성,중립,3
RVD-220107-0042661,ANAL-211104-0066,사용성,만족,4
RVD-220107-0042660,ANAL-211104-0066,사용성,자신감,5
RVD-220107-0042659,ANAL-211104-0066,사용성,기쁨,5
RVD-220107-0042658,ANAL-211104-0066,사용성,만족,4
